line_number,speaker,text,act,scene,scene_id,act_scene,neg,neu,pos,compound,vader_label,rolling_compound,rolling_intensity,rolling_volatility,weighted_compound,rolling_weighted,is_pos,is_neg,roll_pos_minus_neg,diff_vs_play_w21,diff_vs_play_w11,volatility
1498,Third Witch,"Double, double toil and trouble;",4,1,18,"Act 4, Scene 1",0.403,0.597,0.0,-0.4019,neg,-0.15653636363636364,0.29676,0.16875628284600241,-0.16152360999999998,-0.06503359,0,1,-0.36363636363636365,-0.12315064935064939,-0.1602454545454545,
1498,Second Witch,"Double, double toil and trouble;",4,1,18,"Act 4, Scene 1",0.403,0.597,0.0,-0.4019,neg,0.027081818181818186,0.3853,0.42446915906812355,-0.16152360999999998,0.028965486363636363,0,1,0.0,0.06046753246753244,0.023372727272727337,
1499,Second Witch,"Fire burn, and cauldron bubble.",4,1,18,"Act 4, Scene 1",0.375,0.625,0.0,-0.34,neg,0.006509090909090914,0.369,0.32888695170225285,-0.11560000000000002,0.024309878181818182,0,1,-0.09090909090909088,0.02075670995670994,0.002800000000000065,
1499,Third Witch,"Fire burn, and cauldron bubble.",4,1,18,"Act 4, Scene 1",0.375,0.625,0.0,-0.34,neg,-0.15653636363636364,0.21638000000000002,0.1991369428308067,-0.11560000000000002,-0.06503359,0,1,-0.36363636363636365,-0.14228874458874463,-0.1602454545454545,
1499,First Witch,"Fire burn, and cauldron bubble.",4,1,18,"Act 4, Scene 1",0.375,0.625,0.0,-0.34,neg,-0.20233636363636362,0.36476000000000003,0.033904026309569936,-0.11560000000000002,-0.07557916636363636,0,1,-0.5454545454545454,-0.18808874458874458,-0.20604545454545448,
1500,Third Witch,"Scale of dragon, tooth of wolf,",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.17647272727272728,0.14838,0.2043529348945103,0.0,-0.06940563454545455,0,0,-0.45454545454545453,-0.17841558441558444,-0.18018181818181814,
1501,Third Witch,"Witch’s mummy, maw and gulf",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.1348909090909091,0.068,0.15205262246998566,0.0,-0.05038611090909091,0,0,-0.36363636363636365,-0.13683376623376625,-0.13859999999999995,
1502,Third Witch,"Of the ravined salt-sea shark,",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.09835454545454546,0.0,0.0,0.0,-0.03570214636363636,0,0,-0.2727272727272727,-0.10029740259740262,-0.0637454545454545,
1503,Third Witch,"Root of hemlock digged i’ th’ dark,",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.06744545454545454,0.0,0.0,0.0,-0.025193055454545456,0,0,-0.18181818181818182,-0.050250216450216476,5.551115123125783e-17,
1504,Third Witch,"Liver of blaspheming Jew,",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.030909090909090907,0.0,0.0,0.0,-0.01050909090909091,0,0,-0.09090909090909091,0.002476623376623348,6.591949208711867e-17,
1505,Third Witch,Gall of goat and slips of yew,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.018233333333333306,0.0,
1506,Third Witch,"Slivered in the moon’s eclipse,",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.01418571428571431,0.0,
1507,Third Witch,"Nose of Turk and Tartar’s lips,",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.011233333333333357,0.0,
1508,Third Witch,Finger of birth-strangled babe,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.03653636363636363,0.0,0.0,0.0,-0.014683964545454543,0,0,-0.09090909090909091,-0.05711255411255413,6.245004513516506e-17,
1509,Third Witch,"Ditch-delivered by a drab,",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.06744545454545454,0.0,0.0,0.0,-0.025193055454545456,0,0,-0.18181818181818182,-0.10715974025974029,5.551115123125783e-17,
1510,Third Witch,Make the gruel thick and slab.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.06744545454545454,0.0,0.0,0.0,-0.025193055454545456,0,0,-0.18181818181818182,-0.14055021645021648,-0.028927272727272663,
1511,Third Witch,Add thereto a tiger’s chaudron,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.06744545454545454,0.08038,0.17973514403143304,0.0,-0.025193055454545456,0,0,-0.18181818181818182,-0.14055021645021648,-0.09081818181818176,
1512,Third Witch,For th’ ingredience of our cauldron.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.09228181818181817,0.14838,0.20435293489451034,0.0,-0.031978349999999996,0,0,-0.2727272727272727,-0.15461038961038964,-0.14833636363636354,
1513,Second Witch,"Double, double toil and trouble;",4,1,18,"Act 4, Scene 1",0.403,0.597,0.0,-0.4019,neg,-0.04137272727272726,0.3604,0.3097473922408387,-0.16152360999999998,-0.0009094754545454498,0,1,-0.18181818181818177,-0.07862034632034634,-0.14809999999999993,
1513,Third Witch,"Double, double toil and trouble;",4,1,18,"Act 4, Scene 1",0.403,0.597,0.0,-0.4019,neg,-0.09228181818181817,0.14838,0.20435293489451034,-0.16152360999999998,-0.031978349999999996,0,1,-0.2727272727272727,-0.12952943722943724,-0.19900909090909083,
1513,First Witch,"Double, double toil and trouble;",4,1,18,"Act 4, Scene 1",0.403,0.597,0.0,-0.4019,neg,-0.20233636363636362,0.29676,0.16875628284600255,-0.16152360999999998,-0.07557916636363636,0,1,-0.5454545454545454,-0.23958398268398268,-0.30906363636363626,
1514,First Witch,"Fire burn, and cauldron bubble.",4,1,18,"Act 4, Scene 1",0.375,0.625,0.0,-0.34,neg,-0.20233636363636362,0.21638000000000002,0.1991369428308068,-0.11560000000000002,-0.07557916636363636,0,1,-0.5454545454545454,-0.23958398268398268,-0.30906363636363626,
1514,Third Witch,"Fire burn, and cauldron bubble.",4,1,18,"Act 4, Scene 1",0.375,0.625,0.0,-0.34,neg,-0.09228181818181817,0.14838,0.20435293489451034,-0.11560000000000002,-0.031978349999999996,0,1,-0.2727272727272727,-0.12952943722943724,-0.19900909090909083,
1514,Second Witch,"Fire burn, and cauldron bubble.",4,1,18,"Act 4, Scene 1",0.375,0.625,0.0,-0.34,neg,-0.04137272727272726,0.41618000000000005,0.488899020248558,-0.11560000000000002,-0.0009094754545454498,0,1,-0.18181818181818177,-0.07862034632034634,-0.14809999999999993,
1515,Second Witch,Cool it with a baboon’s blood.,4,1,18,"Act 4, Scene 1",0.0,0.685,0.315,0.3182,pos,-0.07969090909090908,0.39344,0.47246308109734875,0.10125123999999999,-0.017060589090909087,1,0,-0.2727272727272727,-0.11693852813852815,-0.21925454545454537,
1516,Second Witch,Then the charm is firm and good.,4,1,18,"Act 4, Scene 1",0.0,0.472,0.528,0.6808,pos,-0.11252727272727273,0.4184,0.5017960890640739,0.46348863999999995,-0.028921083636363632,1,0,-0.3636363636363636,-0.14977489177489178,-0.25209090909090903,
1517,Hecate,"O, well done! I commend your pains,",4,1,18,"Act 4, Scene 1",0.232,0.331,0.438,0.3595,pos,0.19537,0.2189,0.24077516483225572,0.12924025,0.091387301,1,0,0.5,0.1581223809523809,0.07637909090909097,
1518,Hecate,And everyone shall share i’ th’ gains.,4,1,18,"Act 4, Scene 1",0.0,0.521,0.479,0.5574,pos,0.13926666666666662,0.25562,0.2468261169325481,0.31069476,0.04705032444444445,1,0,0.4444444444444445,0.10201904761904755,0.06815757575757578,
1519,Hecate,And now about the cauldron sing,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,0.11417499999999997,0.25562,0.2468261169325481,0.0,0.038481615000000004,0,0,0.375,0.0769273809523809,0.006529545454545496,
1520,Hecate,"Like elves and fairies in a ring,",4,1,18,"Act 4, Scene 1",0.0,0.706,0.294,0.3612,pos,0.2079571428571428,0.22965,0.2770100539691653,0.13046544000000002,0.0859917442857143,1,0,0.5714285714285714,0.17070952380952376,0.06940259740259741,
1521,Hecate,Enchanting all that you put in.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,0.21301666666666663,0.1204,0.20853891723129248,0.0,0.09506674166666668,0,0,0.5,0.19394999999999993,0.10338939393939396,
1522,Second Witch,"By the pricking of my thumbs,",4,1,18,"Act 4, Scene 1",0.275,0.725,0.0,-0.2263,neg,-0.08762727272727272,0.3504,0.4693775825494864,-0.05121169,-0.015726573636363636,0,1,-0.3636363636363636,-0.10669393939393941,-0.1353636363636363,
1523,Second Witch,Something wicked this way comes.,4,1,18,"Act 4, Scene 1",0.459,0.541,0.0,-0.5267,neg,-0.08155454545454545,0.28676,0.4447107633057693,-0.27741288999999997,-0.012002777272727267,0,1,-0.3636363636363636,-0.10062121212121214,-0.09660909090909085,
1524,Second Witch,"Open, locks,",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.04501818181818181,0.1506,0.2319605462142215,0.0,0.0026811872727272768,0,0,-0.2727272727272727,-0.08322294372294374,-0.009399999999999943,
1525,Second Witch,Whoever knocks.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.0141090909090909,0.13094,0.22807371176880506,0.0,0.013190278181818187,0,0,-0.18181818181818182,-0.06850432900432903,0.02150909090909097,
1526,Macbeth,"How now, you secret, black, and midnight hags?",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.07286363636363634,0.11147999999999995,0.24927685813167658,0.0,-0.034708299090909105,0,0,-0.1818181818181818,-0.11210649350649352,0.030300000000000063,
1527,Macbeth,What is ’t you do?,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.10377272727272725,0.0,0.0,0.0,-0.04521739000000002,0,0,-0.2727272727272727,-0.1105965367965368,-0.0006090909090908508,
1528,Third Witch,A deed without a name.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.11919090909090908,0.20301999999999998,0.1908377897587372,0.0,-0.0399434409090909,0,0,-0.36363636363636365,-0.10889567099567102,-0.03659999999999994,
1528,Second Witch,A deed without a name.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.06994545454545453,0.08024,0.12127443258989089,0.0,-0.003979470909090901,0,0,-0.36363636363636365,-0.05965021645021647,0.012645454545454612,
1528,First Witch,A deed without a name.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.1658,0.14838,0.20435293489451042,0.0,-0.060895201818181824,0,0,-0.45454545454545453,-0.15550476190476195,-0.08320909090909086,
1529,Macbeth,I conjure you by that which you profess,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.10377272727272725,0.07635999999999996,0.17074615076188393,0.0,-0.04521739000000002,0,0,-0.2727272727272727,-0.08102987012987015,-0.06906363636363629,
1530,Macbeth,"(Howe’er you come to know it), answer me.",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.08538181818181817,0.07635999999999996,0.17074615076188393,0.0,-0.041496909090909105,0,0,-0.18181818181818182,-0.06263896103896106,-0.0506727272727272,
1531,Macbeth,Though you untie the winds and let them fight,4,1,18,"Act 4, Scene 1",0.245,0.755,0.0,-0.3818,neg,-0.03470909090909089,0.07635999999999996,0.17074615076188393,-0.14577123999999997,-0.013251930909090916,0,1,-0.09090909090909091,0.041662337662337644,7.632783294297951e-17,
1532,Macbeth,"Against the churches, though the yeasty waves",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.03470909090909089,0.07635999999999996,0.17074615076188393,0.0,-0.013251930909090916,0,0,-0.09090909090909091,0.041662337662337644,7.632783294297951e-17,
1533,Macbeth,"Confound and swallow navigation up,",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.03470909090909089,0.07635999999999996,0.17074615076188393,0.0,-0.013251930909090916,0,0,-0.09090909090909091,0.030886147186147177,7.632783294297951e-17,
1534,Macbeth,Though bladed corn be lodged and trees blown,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.007799999999999984,0.0,0.0,0.0,-0.005286840000000009,0,0,0.0,0.038809523809523794,7.546047120499111e-17,
1535,Macbeth,"down,",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.007799999999999984,0.0,0.0,0.0,-0.005286840000000009,0,0,0.0,0.038809523809523794,7.546047120499111e-17,
1536,Macbeth,"Though castles topple on their warders’ heads,",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.07734545454545452,0.0,0.0,0.0,-0.05848911272727273,0,0,-0.09090909090909091,-0.03073593073593074,8.326672684688674e-17,
1537,Macbeth,Though palaces and pyramids do slope,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.04263636363636363,0.059199999999999954,0.1323752242679874,0.0,-0.04523718181818182,0,0,0.0,0.003973160173160149,6.938893903907228e-17,
1538,Macbeth,"Their heads to their foundations, though the",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.04263636363636363,0.059199999999999954,0.1323752242679874,0.0,-0.04523718181818182,0,0,0.0,0.003973160173160149,6.938893903907228e-17,
1539,Macbeth,treasure,4,1,18,"Act 4, Scene 1",0.0,0.0,1.0,0.296,pos,-0.04263636363636363,0.21219999999999994,0.3964999369482926,0.08761599999999999,-0.04523718181818182,1,0,0.0,0.003973160173160149,0.011636363636363702,
1540,Macbeth,Of nature’s germens tumble all together,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,0.021027272727272738,0.2122,0.3964999369482926,0.0,-0.0006535372727272771,0,0,0.09090909090909091,0.06763679653679652,0.07530000000000008,
1541,Macbeth,"Even till destruction sicken, answer me",4,1,18,"Act 4, Scene 1",0.623,0.377,0.0,-0.765,neg,-0.0038090909090908983,0.2122,0.3964999369482926,-0.585225,-0.007438831818181822,0,1,0.0,0.04280043290043288,0.05046363636363643,
1542,Macbeth,To what I ask you.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.0038090909090908983,0.15299999999999997,0.34211840055746784,0.0,-0.007438831818181822,0,0,0.0,0.02461948051948051,0.05046363636363643,
1543,First Witch,Speak.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.1348909090909091,0.068,0.15205262246998577,0.0,-0.05038611090909091,0,0,-0.36363636363636365,-0.09345281385281387,-0.08061818181818176,
1544,Second Witch,Demand.,4,1,18,"Act 4, Scene 1",1.0,0.0,0.0,-0.128,neg,-0.1318363636363636,0.08024,0.1212744325898909,-0.016384,-0.04611480181818181,0,1,-0.45454545454545453,-0.0903982683982684,-0.07756363636363628,
1545,Third Witch,We’ll answer.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.11919090909090908,0.12264000000000001,0.16958433889955754,0.0,-0.0399434409090909,0,0,-0.36363636363636365,-0.07775281385281388,-0.03800909090909084,
1546,First Witch,Say if th’ hadst rather hear it from our mouths,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.09835454545454546,0.0,0.0,0.0,-0.03570214636363637,0,0,-0.2727272727272727,-0.05691645021645025,-0.017172727272727215,
1547,First Witch,Or from our masters’.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.09228181818181819,0.0,0.0,0.0,-0.031978349999999996,0,0,-0.2727272727272727,-0.050843722943722976,-0.08064545454545449,
1548,Macbeth,Call ’em. Let me see ’em.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.0038090909090908983,0.29306,0.5183647055886424,0.0,-0.007438831818181822,0,0,0.0,0.03762900432900431,0.03266363636363643,
1549,First Witch,Pour in sow’s blood that hath eaten,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.05574545454545456,0.0,0.0,0.0,-0.017294385454545456,0,0,-0.18181818181818182,-0.014307359307359352,-0.019272727272727233,
1550,First Witch,Her nine farrow; grease that’s sweaten,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.024836363636363646,0.0,0.0,0.0,-0.006785294545454545,0,0,-0.09090909090909091,0.030696969696969664,4.5102810375396984e-17,
1551,First Witch,From the murderers’ gibbet throw,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.024836363636363646,0.05464,0.1221787542905886,0.0,-0.006785294545454545,0,0,-0.09090909090909091,-0.002650649350649386,4.5102810375396984e-17,
1552,First Witch,Into the flame.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.024836363636363646,0.05464,0.1221787542905886,0.0,-0.006785294545454545,0,0,-0.09090909090909091,-0.026069696969697007,4.5102810375396984e-17,
1553,First Witch,Come high or low;,4,1,18,"Act 4, Scene 1",0.412,0.588,0.0,-0.2732,neg,-0.024836363636363646,0.05464,0.1221787542905886,-0.07463824,-0.006785294545454545,0,1,-0.09090909090909091,-0.026069696969697007,4.5102810375396984e-17,
1553,Third Witch,Come high or low;,4,1,18,"Act 4, Scene 1",0.412,0.588,0.0,-0.2732,neg,-0.11919090909090908,0.05464,0.12217875429058844,-0.07463824,-0.0399434409090909,0,1,-0.36363636363636365,-0.12042424242424245,-0.09435454545454539,
1553,Second Witch,Come high or low;,4,1,18,"Act 4, Scene 1",0.412,0.588,0.0,-0.2732,neg,-0.11126363636363634,0.08024,0.1212744325898909,-0.07463824,-0.04145919363636363,0,1,-0.36363636363636365,-0.1124969696969697,-0.08642727272727266,
1554,First Witch,Thyself and office deftly show.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.024836363636363646,0.05464,0.1221787542905886,0.0,-0.006785294545454545,0,0,-0.09090909090909091,-0.026069696969697007,4.5102810375396984e-17,
1554,Third Witch,Thyself and office deftly show.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.11919090909090908,0.11383999999999998,0.15609012781082596,0.0,-0.0399434409090909,0,0,-0.36363636363636365,-0.12042424242424245,-0.09435454545454539,
1554,Second Witch,Thyself and office deftly show.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.06338181818181816,0.13944,0.14267153885761516,0.0,-0.01623983999999999,0,0,-0.2727272727272727,-0.06461515151515153,-0.03854545454545447,
1555,Macbeth,"Tell me, thou unknown power—",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.048709090909090896,0.19469999999999996,0.36351597213877684,0.0,-0.029614941818181827,0,0,-0.09090909090909088,-0.05603766233766235,-0.023872727272727205,
1556,First Witch,He knows thy,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.024836363636363646,0.05464,0.1221787542905886,0.0,-0.006785294545454545,0,0,-0.09090909090909091,-0.032164935064935105,-0.06366363636363633,
1557,First Witch,thought.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.05174545454545456,0.0,0.0,0.0,-0.014750385454545455,0,0,-0.18181818181818182,-0.059074025974026015,-0.06573636363636359,
1558,First Witch,Hear his speech but say thou naught.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.05174545454545456,0.0,0.0,0.0,-0.014750385454545455,0,0,-0.18181818181818182,-0.07821212121212125,-0.06573636363636359,
1559,Spirit 1: Armed Head,Macbeth! Macbeth! Macbeth! Beware Macduff!,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.02646666666666669,-0.038827272727272676,
1560,Spirit 1: Armed Head,Beware the Thane of Fife! Dismiss me. Enough.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.0006428571428571672,-0.038827272727272676,
1561,Macbeth,"Whate’er thou art, for thy good caution, thanks.",4,1,18,"Act 4, Scene 1",0.0,0.508,0.492,0.7003,pos,-0.009918181818181816,0.19469999999999996,0.36351597213877684,0.49042009000000003,0.009901357272727264,1,0,-0.09090909090909088,0.012958008658008637,-0.048745454545454495,
1562,Macbeth,Thou hast harped my fear aright. But one word,4,1,18,"Act 4, Scene 1",0.208,0.792,0.0,-0.2732,neg,-0.00991818181818181,0.19469999999999996,0.36351597213877684,-0.07463824,0.009901357272727264,0,1,-0.09090909090909088,-0.021456277056277073,-0.04874545454545449,
1563,Macbeth,more—,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.005681818181818172,0.29347999999999996,0.44947277225656285,0.0,0.016185579090909067,0,0,-0.09090909090909088,-0.017219913419913434,-0.08104545454545449,
1564,First Witch,He will not be commanded. Here’s another,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.05174545454545456,0.0,0.0,0.0,-0.014750385454545455,0,0,-0.18181818181818182,-0.04208354978354982,-0.12710909090909087,
1565,First Witch,More potent than the first.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.026909090909090917,0.059199999999999996,0.13237522426798765,0.0,-0.007965090909090908,0,0,-0.09090909090909091,0.0078337662337662,-0.05297272727272723,
1566,Spirit 2: Bloody Child,Macbeth! Macbeth! Macbeth!—,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.035100000000000006,0.13396666666666665,0.2320370731873106,0.0,-0.033141420000000005,0,0,0.0,-0.0003571428571428892,-0.016263636363636313,
1567,Macbeth,"Had I three ears, I’d hear thee.",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.05356363636363636,0.29795999999999995,0.4583875183728283,0.0,-0.009033774545454565,0,0,-0.18181818181818182,-0.036020779220779245,-0.036763636363636304,
1568,Spirit 2: Bloody Child,"Be bloody, bold, and resolute. Laugh to scorn",4,1,18,"Act 4, Scene 1",0.331,0.178,0.491,0.4019,pos,-0.035100000000000006,0.23604999999999998,0.3875929393921756,0.16152360999999998,-0.033141420000000005,1,0,0.0,-0.01755714285714289,-0.043136363636363584,
1569,Spirit 2: Bloody Child,"The power of man, for none of woman born",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.035100000000000006,0.23604999999999998,0.3875929393921756,0.0,-0.033141420000000005,0,0,0.0,-0.027190476190476223,0.02217272727272733,
1570,Spirit 2: Bloody Child,Shall harm Macbeth.,4,1,18,"Act 4, Scene 1",0.636,0.364,0.0,-0.5423,neg,-0.035100000000000006,0.3147333333333333,0.47383656465072427,-0.29408929,-0.033141420000000005,0,1,0.0,-0.027190476190476223,0.07005454545454551,
1571,Macbeth,"Then live, Macduff; what need I fear of thee?",4,1,18,"Act 4, Scene 1",0.286,0.714,0.0,-0.4939,neg,-0.05356363636363636,0.24331999999999993,0.4346730414921081,-0.24393721000000002,-0.009033774545454565,0,1,-0.18181818181818182,-0.05141601731601734,0.05159090909090915,
1572,Macbeth,But yet I’ll make assurance double sure,4,1,18,"Act 4, Scene 1",0.0,0.452,0.548,0.7227,pos,-0.02072727272727272,0.3869999999999999,0.5555153976263845,0.52229529,0.0028267199999999822,1,0,-0.09090909090909094,0.014767965367965354,0.051590909090909146,
1573,Macbeth,"And take a bond of fate. Thou shalt not live,",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.08439090909090909,0.4923399999999999,0.5816293519072091,0.0,-0.041756924545454564,0,0,-0.18181818181818182,-0.061905194805194824,-0.012072727272727221,
1574,Macbeth,"That I may tell pale-hearted fear it lies,",4,1,18,"Act 4, Scene 1",0.5,0.5,0.0,-0.7184,neg,-0.04116363636363636,0.3935599999999999,0.561521679902032,-0.5160985600000001,-0.03125114909090911,0,1,0.0,-0.048435064935064956,0.04930000000000005,
1575,Macbeth,And sleep in spite of thunder.,4,1,18,"Act 4, Scene 1",0.405,0.595,0.0,-0.5267,neg,-0.04116363636363636,0.32126,0.4380984615357603,-0.27741288999999997,-0.03125114909090911,0,1,0.0,-0.048435064935064956,0.04930000000000005,
1576,Macbeth,What is this,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.0011272727272727242,0.32126,0.4380984615357603,0.0,-0.013619134545454565,0,0,0.09090909090909094,-0.008398701298701319,0.02903636363636369,
1577,Macbeth,That rises like the issue of a king,4,1,18,"Act 4, Scene 1",0.0,0.737,0.263,0.3612,pos,0.11054545454545456,0.21803999999999996,0.33486294659158694,0.13046544000000002,0.05760154363636361,1,0,0.2727272727272727,0.08230259740259739,0.09580909090909097,
1578,Macbeth,And wears upon his baby brow the round,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.02405454545454545,0.11269999999999995,0.164228712471358,0.0,-0.04209915636363638,0,0,0.09090909090909094,-0.0872735930735931,0.026909090909090962,
1579,Macbeth,And top of sovereignty?,4,1,18,"Act 4, Scene 1",0.0,0.625,0.375,0.2023,pos,-0.02405454545454545,0.20077999999999996,0.20234861501873433,0.04092529,-0.04209915636363638,1,0,0.09090909090909094,-0.03204502164502167,-0.029899999999999947,
1580,Third Witch,Listen but speak not to ’t.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.047945454545454555,0.11383999999999998,0.15609012781082596,0.0,-0.012007545454545458,0,0,-0.1818181818181818,-0.05593593073593077,-0.11909999999999997,
1580,Second Witch,Listen but speak not to ’t.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,-0.02867272727272726,0.11383999999999998,0.15609012781082598,0.0,-0.002987909090909084,0,0,-0.1818181818181818,-0.03666320346320348,-0.09982727272727268,
1580,First Witch,Listen but speak not to ’t.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,0.007799999999999988,0.059199999999999996,0.13237522426798765,0.0,0.005286839999999998,0,0,0.0,-0.0001904761904762296,-0.06335454545454543,
1581,Spirit 3: Crowned Child,"Be lion-mettled, proud, and take no care",4,1,18,"Act 4, Scene 1",0.245,0.466,0.289,0.121,pos,0.14918,0.04033333333333333,0.06985938257194471,0.014641,0.08102820200000001,1,0,0.4,0.12025619047619046,0.030143636363636414,
1582,Spirit 3: Crowned Child,"Who chafes, who frets, or where conspirers are.",4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,0.14918,0.186475,0.297797082759385,0.0,0.08102820200000001,0,0,0.4,0.0664085714285714,-0.00989272727272722,
1583,Spirit 3: Crowned Child,Macbeth shall never vanquished be until,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,0.14918,0.14918,0.271047803901821,0.0,0.08102820200000001,0,0,0.4,0.10082285714285712,-0.04382909090909087,
1584,Spirit 3: Crowned Child,Great Birnam Wood to high Dunsinane Hill,4,1,18,"Act 4, Scene 1",0.0,0.594,0.406,0.6249,pos,0.14918,0.156225,0.31245,0.39050001,0.08102820200000001,1,0,0.4,0.10082285714285712,0.025070909090909144,
1585,Spirit 3: Crowned Child,Shall come against him.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,0.14918,0.2083,0.36078618321659717,0.0,0.08102820200000001,0,0,0.4,0.0666133333333333,0.04346181818181824,
1586,Macbeth,That will never be.,4,1,18,"Act 4, Scene 1",0.0,1.0,0.0,0.0,neu,0.031918181818181825,0.27543999999999996,0.31425774930779343,0.0,0.0038600499999999925,0,0,0.09090909090909094,-0.06163419913419916,-0.0644636363636363,
1587,Macbeth,"Who can impress the forest, bid the tree",4,1,18,"Act 4, Scene 1",0.0,0.707,0.293,0.4404,pos,0.1377,0.42702,0.563931204137526,0.19395216,0.06595591363636363,1,0,0.2727272727272727,0.03925714285714281,-0.005581818181818132,
