line_number,speaker,text,act,scene,scene_id,act_scene,neg,neu,pos,compound,vader_label,rolling_compound,rolling_intensity,rolling_volatility,weighted_compound,rolling_weighted,is_pos,is_neg,roll_pos_minus_neg,diff_vs_play_w21,diff_vs_play_w11,volatility
564,Banquo,Give me my sword.—Who’s,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.14349090909090909,0.0,0.0,0.0,0.08382792909090908,0,0,0.1818181818181818,0.009500432900432898,-0.0031909090909090776,
565,Banquo,there?,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.19539090909090906,0.11438,0.25576145526642574,0.0,0.11345763909090908,0,0,0.2727272727272727,0.03708614718614714,0.0069999999999999785,
566,Macbeth,A friend.,2,1,8,"Act 2, Scene 1",0.0,0.238,0.762,0.4939,pos,0.02039090909090909,0.27524000000000004,0.3730575062909204,0.24393721000000002,0.017341419090909083,1,0,0.0,-0.15092337662337663,-0.2269181818181818,
567,Banquo,"What, sir, not yet at rest? The King’s abed.",2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.20240909090909087,0.23936000000000002,0.3282923894944869,0.0,0.11399944272727272,0,0,0.36363636363636365,0.031094805194805147,-0.04490000000000002,
568,Banquo,"He hath been in unusual pleasure, and",2,1,8,"Act 2, Scene 1",0.0,0.619,0.381,0.5719,pos,0.22724545454545453,0.33111999999999997,0.30816585956267106,0.32706960999999996,0.12078473727272727,1,0,0.45454545454545453,0.04077878787878783,-0.020063636363636367,
569,Banquo,Sent forth great largess to your offices.,2,1,8,"Act 2, Scene 1",0.0,0.594,0.406,0.6249,pos,0.22724545454545453,0.4452999999999999,0.2561900759202041,0.39050001,0.12078473727272727,1,0,0.45454545454545453,0.06509307359307354,0.010845454545454547,
570,Banquo,"This diamond he greets your wife withal,",2,1,8,"Act 2, Scene 1",0.0,0.556,0.444,0.4588,pos,0.2561727272727273,0.4452999999999999,0.2561900759202041,0.21049743999999998,0.12998939545454544,1,0,0.5454545454545454,0.09402034632034628,-0.0066454545454545655,
571,Banquo,"By the name of most kind hostess, and shut up",2,1,8,"Act 2, Scene 1",0.0,0.709,0.291,0.5709,pos,0.2561727272727273,0.38556,0.2541062435281745,0.32592680999999996,0.12998939545454544,1,0,0.5454545454545454,0.09034415584415581,-0.031481818181818166,
572,Banquo,In measureless content.,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.21481818181818177,0.2605799999999999,0.2605536451481727,0.0,0.11117721272727273,0,0,0.4545454545454545,0.048989610389610305,-0.027936363636363648,
573,Macbeth,"Being unprepared,",2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.02039090909090909,0.26890000000000003,0.3646702345955865,0.0,0.017341419090909083,0,0,0.0,-0.14543766233766237,-0.25129090909090906,
574,Macbeth,"Our will became the servant to defect,",2,1,8,"Act 2, Scene 1",0.286,0.714,0.0,-0.34,neg,0.0713909090909091,0.26890000000000003,0.3646702345955865,-0.11560000000000002,0.04595241909090909,0,1,0.09090909090909088,-0.11163766233766236,-0.1483,
575,Macbeth,Which else should free have wrought.,2,1,8,"Act 2, Scene 1",0.0,0.602,0.398,0.5106,pos,0.1097090909090909,0.17012000000000002,0.304340059801532,0.26071236000000003,0.06210353272727273,1,0,0.1818181818181818,-0.07331948051948056,-0.05317272727272726,
576,Banquo,All’s well.,2,1,8,"Act 2, Scene 1",0.0,0.323,0.677,0.2732,pos,0.21481818181818177,0.23245999999999997,0.24063874999675322,0.07463824,0.11117721272727273,1,0,0.4545454545454545,0.021013419913419845,0.0936454545454545,
577,Banquo,I dreamt last night of the three Weïrd Sisters.,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.19753636363636362,0.11827999999999998,0.16274111957338833,0.0,0.09469554272727271,0,0,0.4545454545454545,0.003731601731601697,0.12826363636363636,
578,Banquo,To you they have showed some truth.,2,1,8,"Act 2, Scene 1",0.0,0.723,0.277,0.3182,pos,0.14072727272727273,0.20926,0.3078542837122782,0.10125123999999999,0.059195541818181804,1,0,0.36363636363636365,-0.031415584415584424,0.07145454545454545,
579,Macbeth,I think not of,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.09324545454545455,0.17012000000000002,0.304340059801532,0.0,0.047228637272727275,0,0,0.1818181818181818,-0.051664069264069246,-0.008863636363636365,
580,Macbeth,them.,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.11381818181818182,0.10212000000000003,0.22834726186227872,0.0,0.051884245454545445,0,0,0.2727272727272727,-0.01951515151515154,-0.019199999999999995,
581,Macbeth,"Yet, when we can entreat an hour to serve,",2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.11381818181818182,0.0,0.0,0.0,0.05188424545454546,0,0,0.2727272727272727,0.0023324675324675193,0.0066454545454545655,
582,Macbeth,We would spend it in some words upon that,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.15385454545454547,0.07224,0.16153355069458505,0.0,0.06951626,0,0,0.36363636363636365,0.048583116883116895,0.026618181818181846,
583,Macbeth,"business,",2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.2176,0.11750000000000001,0.1678137956188349,0.0,0.09188584545454546,0,0,0.5454545454545454,0.08091428571428569,0.13171818181818182,
584,Macbeth,If you would grant the time.,2,1,8,"Act 2, Scene 1",0.0,0.667,0.333,0.3612,pos,0.15954545454545455,0.21627999999999997,0.21893443539105512,0.13046544000000002,0.06669526727272727,1,0,0.36363636363636365,0.0056597402597402535,0.10259090909090911,
585,Banquo,At your kind’st leisure.,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.15899090909090907,0.15462,0.2758839756129374,0.0,0.07962341909090907,0,0,0.36363636363636365,-0.004990043290043322,0.06732727272727274,
586,Macbeth,"If you shall cleave to my consent, when ’tis,",2,1,8,"Act 2, Scene 1",0.0,0.808,0.192,0.2263,pos,0.15954545454545455,0.30436,0.19773179562225213,0.05121169,0.06669526727272727,1,0,0.36363636363636365,0.019878787878787857,0.06788181818181821,
587,Macbeth,It shall make honor for you.,2,1,8,"Act 2, Scene 1",0.0,0.61,0.39,0.4939,pos,0.20444545454545454,0.3766,0.10111149786250867,0.24393721000000002,0.08887137727272726,1,0,0.4545454545454545,0.05426926406926405,0.07274545454545456,
588,Banquo,So I lose none,2,1,8,"Act 2, Scene 1",0.498,0.502,0.0,-0.4549,neg,0.053827272727272724,0.23098000000000002,0.3323934746651923,-0.20693401000000003,0.01878654454545453,0,1,0.18181818181818182,-0.09634891774891777,-0.13784545454545452,
589,Banquo,"In seeking to augment it, but still keep",2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.06084545454545454,0.16734,0.29649474194325914,0.0,0.01932834818181817,0,0,0.2727272727272727,-0.07417835497835498,-0.16366363636363634,
590,Banquo,"My bosom franchised and allegiance clear,",2,1,8,"Act 2, Scene 1",0.0,0.658,0.342,0.3818,pos,0.03600909090909091,0.29928,0.42399570398767,0.14577123999999997,0.012543053636363627,1,0,0.18181818181818182,-0.11213376623376625,-0.1440272727272727,
591,Banquo,I shall be counseled.,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.03600909090909091,0.32548000000000005,0.46977118579155097,0.0,0.012543053636363627,0,0,0.18181818181818182,-0.11520043290043291,-0.14402727272727273,
592,Macbeth,Good repose the while.,2,1,8,"Act 2, Scene 1",0.0,0.508,0.492,0.4404,pos,0.20444545454545454,0.32996000000000003,0.24870404701170443,0.19395216,0.08887137727272726,1,0,0.4545454545454545,0.040226406926406916,8.181818181821066e-05,
593,Banquo,"Thanks, sir. The like to you.",2,1,8,"Act 2, Scene 1",0.0,0.426,0.574,0.6597,pos,0.0070818181818181804,0.34092,0.46728974202308343,0.43520408999999993,0.0033383954545454465,1,0,0.09090909090909088,-0.15713722943722944,-0.15238181818181817,
594,Macbeth,"Go bid thy mistress, when my drink is ready,",2,1,8,"Act 2, Scene 1",0.0,0.762,0.238,0.3612,pos,0.20444545454545454,0.28470000000000006,0.2793418872994168,0.13046544000000002,0.08887137727272726,1,0,0.4545454545454545,0.040226406926406916,0.003627272727272729,
595,Macbeth,She strike upon the bell. Get thee to bed.,2,1,8,"Act 2, Scene 1",0.158,0.842,0.0,-0.128,neg,0.22949090909090908,0.2847,0.2793418872994168,-0.016384,0.0957714,0,1,0.5454545454545454,0.08247186147186142,0.0036272727272727012,
596,Macbeth,"Is this a dagger which I see before me,",2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.2025090909090909,0.19662000000000002,0.2669511977871612,0.0,0.08428793818181818,0,0,0.5454545454545454,0.05549004329004323,0.005499999999999977,
597,Macbeth,"The handle toward my hand? Come, let me clutch",2,1,8,"Act 2, Scene 1",0.0,0.714,0.286,0.4939,pos,0.2067727272727273,0.12438000000000002,0.2416322867499293,0.24393721000000002,0.08641762454545455,1,0,0.5454545454545454,0.07052987012987014,-0.01507272727272721,
598,Macbeth,thee.,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.16187272727272728,0.15388000000000002,0.2244115571890184,0.0,0.06424151454545454,0,0,0.4545454545454545,0.07266796536796535,-0.01993636363636364,
599,Macbeth,"I have thee not, and yet I see thee still.",2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.12183636363636362,0.16676,0.21502344755863273,0.0,0.04660949999999999,0,0,0.36363636363636365,0.00019350649350642624,-2.7755575615628914e-17,
600,Macbeth,"Art thou not, fatal vision, sensible",2,1,8,"Act 2, Scene 1",0.203,0.466,0.332,0.2755,pos,0.089,0.12261999999999999,0.1409853964068622,0.07590025000000002,0.03474900545454545,1,0,0.2727272727272727,-0.032642857142857196,-1.3877787807814457e-17,
601,Macbeth,To feeling as to sight? Or art thou but,2,1,8,"Act 2, Scene 1",0.0,0.865,0.135,0.0644,pos,0.10063636363636363,0.12261999999999999,0.1409853964068622,0.00414736,0.03623846,1,0,0.36363636363636365,0.014007792207792177,0.0,
602,Macbeth,"A dagger of the mind, a false creation",2,1,8,"Act 2, Scene 1",0.0,0.769,0.231,0.2732,pos,0.10063636363636363,0.12261999999999999,0.1409853964068622,0.07463824,0.03623846,1,0,0.36363636363636365,0.03497922077922075,0.0,
603,Macbeth,Proceeding from the heat-oppressèd brain?,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.010836363636363634,0.06752,0.11831192670225625,0.0,-0.008113760000000005,0,0,0.1818181818181818,-0.03384935064935067,0.0,
604,Macbeth,"I see thee yet, in form as palpable",2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.0314090909090909,0.05464,0.12217875429058872,0.0,-0.0034581518181818235,0,0,0.2727272727272727,0.060075757575757546,-1.3877787807814457e-17,
605,Macbeth,As this which now I draw.,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,0.0314090909090909,0.0,0.0,0.0,-0.0034581518181818235,0,0,0.2727272727272727,0.05004242424242422,-1.3877787807814457e-17,
606,Macbeth,"Thou marshal’st me the way that I was going,",2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,-0.02577272727272728,0.09878,0.22087879481742928,0.0,-0.0217183790909091,0,0,0.09090909090909088,0.01966060606060603,-1.0408340855860843e-17,
607,Macbeth,And such an instrument I was to use.,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,-0.07166363636363637,0.14404,0.26496553926878874,0.0,-0.03972742636363637,0,0,-0.09090909090909088,-0.026230303030303062,-1.3877787807814457e-17,
608,Macbeth,Mine eyes are made the fools o’ th’ other senses,2,1,8,"Act 2, Scene 1",0.262,0.738,0.0,-0.4939,neg,-0.09650000000000002,0.14404,0.26496553926878874,-0.24393721000000002,-0.046512720909090914,0,1,-0.1818181818181818,-0.02631904761904766,0.0,
609,Macbeth,"Or else worth all the rest. I see thee still,",2,1,8,"Act 2, Scene 1",0.0,0.826,0.174,0.2263,pos,-0.17656363636363637,0.21474000000000001,0.2928131264134175,0.05121169,-0.11702476545454549,1,0,-0.2727272727272727,-0.106382683982684,0.0,
610,Macbeth,"And, on thy blade and dudgeon, gouts of blood,",2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,-0.1245727272727273,0.30282,0.3117317997894985,0.0,-0.08729116454545456,0,0,-0.18181818181818182,-0.05439177489177492,0.0,
611,Macbeth,Which was not so before. There’s no such thing.,2,1,8,"Act 2, Scene 1",0.235,0.765,0.0,-0.3535,neg,-0.18737272727272727,0.20404,0.2764471685512442,-0.12496224999999998,-0.13067340454545456,0,1,-0.2727272727272727,-0.1212727272727273,0.0,
612,Macbeth,It is the bloody business which informs,2,1,8,"Act 2, Scene 1",0.326,0.674,0.0,-0.4404,neg,-0.18737272727272727,0.33492,0.3652704025786923,-0.19395216,-0.13067340454545456,0,1,-0.2727272727272727,-0.094687012987013,0.0,
613,Macbeth,Thus to mine eyes. Now o’er the one-half world,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,-0.1897181818181818,0.44930000000000003,0.5427768998400724,0.0,-0.1307339172727273,0,0,-0.2727272727272727,-0.08402294372294372,0.0,
614,Macbeth,"Nature seems dead, and wicked dreams abuse",2,1,8,"Act 2, Scene 1",0.676,0.17,0.153,-0.8807,neg,-0.14481818181818185,0.51676,0.5829105634657858,-0.7756324900000001,-0.10855780727272729,0,1,-0.18181818181818182,-0.011889610389610422,0.0,
615,Macbeth,The curtained sleep. Witchcraft celebrates,2,1,8,"Act 2, Scene 1",0.0,0.519,0.481,0.5719,pos,-0.16539090909090912,0.42867999999999995,0.5873812024571436,0.32706960999999996,-0.11321341545454548,1,0,-0.2727272727272727,-0.007381385281385322,0.0,
616,Macbeth,"Pale Hecate’s off’rings, and withered murder,",2,1,8,"Act 2, Scene 1",0.485,0.515,0.0,-0.6908,neg,-0.13255454545454545,0.4338399999999999,0.5852955125404602,-0.47720463999999996,-0.10135292090909093,0,1,-0.18181818181818182,0.02545497835497834,0.0,
617,Macbeth,"Alarumed by his sentinel, the wolf,",2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,-0.14531818181818182,0.2577,0.44742381250890084,0.0,-0.11216882636363637,0,0,-0.18181818181818182,0.012691341991341976,0.0,
618,Macbeth,"Whose howl’s his watch, thus with his stealthy pace,",2,1,8,"Act 2, Scene 1",0.121,0.879,0.0,-0.0258,neu,-0.1052818181818182,0.14332,0.3062544562941085,-0.00066564,-0.09453681181818183,0,0,-0.09090909090909088,0.052727705627705596,0.0,
619,Macbeth,"With Tarquin’s ravishing strides, towards his",2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,-0.1572727272727273,0.0774,0.16479718444196828,0.0,-0.12427041272727274,0,0,-0.18181818181818182,-0.007629870129870153,-2.7755575615628914e-17,
620,Macbeth,design,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,-0.12509090909090909,0.17618,0.30415614411022523,0.0,-0.0789777218181818,0,0,-0.18181818181818182,0.051518614718614686,0.0,
621,Macbeth,"Moves like a ghost. Thou sure and firm-set earth,",2,1,8,"Act 2, Scene 1",0.176,0.458,0.366,0.3612,pos,-0.17708181818181815,0.17102,0.3044999146141097,0.13046544000000002,-0.1087113227272727,1,0,-0.2727272727272727,-0.018653246753246727,0.0,
622,Macbeth,"Hear not my steps, which way they walk, for fear",2,1,8,"Act 2, Scene 1",0.262,0.738,0.0,-0.4939,neg,-0.11428181818181816,0.2854,0.3880012976782424,-0.24393721000000002,-0.06532908272727272,0,1,-0.1818181818181818,0.043503896103896086,0.0,
623,Macbeth,Thy very stones prate of my whereabouts,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,-0.11428181818181816,0.39074,0.41099428584835584,0.0,-0.06532908272727272,0,0,-0.1818181818181818,0.02253246753246753,0.0,
624,Macbeth,"And take the present horror from the time,",2,1,8,"Act 2, Scene 1",0.346,0.654,0.0,-0.5719,neg,-0.14086363636363636,0.31849999999999995,0.2920652581187978,-0.32706960999999996,-0.07447322818181817,0,1,-0.2727272727272727,0.021774458874458863,0.0,
625,Macbeth,"Which now suits with it. Whiles I threat, he lives.",2,1,8,"Act 2, Scene 1",0.274,0.726,0.0,-0.5267,neg,-0.14086363636363636,0.21971999999999997,0.3012881129417489,-0.27741288999999997,-0.07447322818181817,0,1,-0.2727272727272727,-0.020163636363636384,0.030909090909090914,
626,Macbeth,Words to the heat of deeds too cold breath gives.,2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,-0.14086363636363636,0.21971999999999997,0.3012881129417489,0.0,-0.07447322818181817,0,0,-0.2727272727272727,0.007069696969696948,-0.003799999999999998,
627,Macbeth,"I go, and it is done. The bell invites me.",2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,-0.1737,0.16898,0.242844048722632,0.0,-0.08633372272727273,0,0,-0.36363636363636365,-0.0385904761904762,0.027109090909090916,
628,Macbeth,"Hear it not, Duncan, for it is a knell",2,1,8,"Act 2, Scene 1",0.0,1.0,0.0,0.0,neu,-0.1288,0.06364,0.14230336608808697,0.0,-0.06415761272727272,0,0,-0.2727272727272727,0.006309523809523793,0.027109090909090916,
629,Macbeth,That summons thee to heaven or to hell.,2,1,8,"Act 2, Scene 1",0.331,0.432,0.237,-0.3182,neg,-0.1720090909090909,0.06364,0.14230336608808697,-0.10125123999999999,-0.08469489363636362,0,1,-0.36363636363636365,-0.010894805194805207,0.03320000000000001,
630,Lady Macbeth,That which hath made them drunk hath made me,2,2,9,"Act 2, Scene 2",0.231,0.769,0.0,-0.34,neg,-0.09892727272727275,0.33224,0.37918150271341045,-0.11560000000000002,-0.03844878545454545,0,1,-0.2727272727272727,0.09072987012987008,0.054290909090909056,
631,Lady Macbeth,bold.,2,2,9,"Act 2, Scene 2",0.0,0.0,1.0,0.3818,pos,-0.07409090909090911,0.33224,0.37918150271341045,0.14577123999999997,-0.0316634909090909,1,0,-0.18181818181818182,0.11556623376623372,0.031245454545454535,
632,Lady Macbeth,What hath quenched them hath given me fire.,2,2,9,"Act 2, Scene 2",0.255,0.745,0.0,-0.34,neg,-0.16921818181818182,0.32082,0.3639273553884073,-0.11560000000000002,-0.08331460545454544,0,1,-0.36363636363636365,0.037638961038961,-0.02556363636363637,
633,Lady Macbeth,Hark!—Peace.,2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.16921818181818182,0.25281999999999993,0.35544355388725235,0.0,-0.08331460545454544,0,0,-0.36363636363636365,0.014119913419913394,-0.02556363636363637,
634,Lady Macbeth,"It was the owl that shrieked, the fatal bellman,",2,2,9,"Act 2, Scene 2",0.304,0.696,0.0,-0.5423,neg,-0.2212090909090909,0.17645999999999995,0.25199138477336896,-0.29408929,-0.11304820636363636,0,1,-0.4545454545454545,-0.057866233766233816,-0.02556363636363637,
635,Lady Macbeth,Which gives the stern’st good-night. He is about it.,2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.2212090909090909,0.19275999999999996,0.26738055838074704,0.0,-0.11304820636363636,0,0,-0.4545454545454545,-0.09052337662337664,0.0,
636,Lady Macbeth,"The doors are open, and the surfeited grooms",2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.19030000000000002,0.19275999999999996,0.26738055838074704,0.0,-0.10253911545454543,0,0,-0.36363636363636365,-0.08469523809523813,0.0,
637,Lady Macbeth,Do mock their charge with snores. I have drugged,2,2,9,"Act 2, Scene 2",0.259,0.741,0.0,-0.4215,neg,-0.22500909090909094,0.19867999999999994,0.27720170814769535,-0.17766225,-0.11579104636363632,0,1,-0.45454545454545453,-0.11940432900432904,-2.7755575615628914e-17,
638,Lady Macbeth,"their possets,",2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.15592727272727275,0.31855999999999995,0.2985840970313056,0.0,-0.08925322727272725,0,0,-0.2727272727272727,-0.05032251082251085,0.03817272727272725,
639,Lady Macbeth,That death and nature do contend about them,2,2,9,"Act 2, Scene 2",0.351,0.541,0.108,-0.5719,neg,-0.1455727272727273,0.31855999999999995,0.2985840970313056,-0.32706960999999996,-0.08807384454545451,0,1,-0.18181818181818182,-0.00662034632034636,0.010354545454545422,
640,Lady Macbeth,Whether they live or die.,2,2,9,"Act 2, Scene 2",0.494,0.506,0.0,-0.5994,neg,-0.09627272727272729,0.23425999999999997,0.3209210307848336,-0.3592803600000001,-0.06133845454545452,0,1,-0.09090909090909088,0.027527272727272692,-1.3877787807814457e-17,
641,Macbeth,"Who’s there? what, ho!",2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.12703636363636364,0.06364,0.14230336608808697,0.0,-0.055503096363636366,0,0,-0.36363636363636365,-0.019426839826839848,-0.030763636363636368,
642,Lady Macbeth,"Alack, I am afraid they have awaked,",2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.09627272727272729,0.31823999999999997,0.4329392532446094,0.0,-0.06133845454545452,0,0,-0.09090909090909088,0.029517748917748887,-1.3877787807814457e-17,
643,Lady Macbeth,And ’tis not done. Th’ attempt and not the deed,2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.15993636363636365,0.22664,0.37003679141404305,0.0,-0.10592209909090909,0,0,-0.18181818181818182,-0.050336363636363665,-0.1019818181818182,
644,Lady Macbeth,Confounds us. Hark!—I laid their daggers ready;,2,2,9,"Act 2, Scene 2",0.0,0.682,0.318,0.4199,pos,-0.12161818181818185,0.10675999999999997,0.18186583791355634,0.17631601,-0.08977098545454544,1,0,-0.09090909090909088,-0.012018181818181858,-1.3877787807814457e-17,
645,Lady Macbeth,He could not miss ’em. Had he not resembled,2,2,9,"Act 2, Scene 2",0.0,0.847,0.153,0.1139,pos,-0.12161818181818185,0.10675999999999997,0.18186583791355634,0.01297321,-0.08977098545454544,1,0,-0.09090909090909088,-0.01520865800865806,-0.0519909090909091,
646,Lady Macbeth,"My father as he slept, I had done ’t.",2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.06962727272727276,0.24681999999999996,0.4105377144672582,0.0,-0.06003738454545453,0,0,0.0,0.03678225108225103,-0.05449090909090912,
647,Lady Macbeth,My husband?,2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.015136363636363665,0.16283999999999996,0.32962869565618835,0.0,-0.02737553363636361,0,0,0.09090909090909091,0.0949493506493506,-2.0816681711721685e-17,
648,Macbeth,I have done the deed. Didst thou not hear a noise?,2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.05642727272727273,0.06364,0.14230336608808697,0.0,-0.024601924545454543,0,0,-0.1818181818181818,0.049777489177489156,-0.041290909090909086,
649,Lady Macbeth,I heard the owl scream and the crickets cry.,2,2,9,"Act 2, Scene 2",0.453,0.547,0.0,-0.7003,neg,-0.046045454545454584,0.14005999999999993,0.31318368092862064,-0.49042009000000003,-0.03788462454545452,0,1,0.0,0.0482545454545454,-0.03090909090909094,
650,Lady Macbeth,Did not you speak?,2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.046045454545454584,0.14005999999999993,0.31318368092862064,0.0,-0.03788462454545452,0,0,0.0,0.055197402597402564,0.05047272727272724,
651,Macbeth,When?,2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.12167272727272728,0.09506,0.21256062194113023,0.0,-0.07142858727272727,0,0,-0.2727272727272727,-0.04897272727272729,-0.014799999999999994,
652,Lady Macbeth,Now.,2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.08421818181818184,0.14005999999999993,0.31318368092862064,0.0,-0.053913352727272705,0,0,-0.09090909090909091,-0.011518181818181858,0.029672727272727253,
653,Macbeth,As I descended?,2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.12167272727272728,0.1105,0.20665108274577246,0.0,-0.07142858727272727,0,0,-0.2727272727272727,-0.04897272727272729,0.023127272727272732,
654,Lady Macbeth,Ay.,2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.09457272727272731,0.06799999999999996,0.1520526224699857,0.0,-0.05509273545454543,0,0,-0.18181818181818182,-0.02187272727272732,0.027499999999999983,
655,Macbeth,Hark!—Who lies i’ th’ second chamber?,2,2,9,"Act 2, Scene 2",0.382,0.618,0.0,-0.4753,neg,-0.12167272727272728,0.1605,0.26271119123478565,-0.22591009,-0.07142858727272727,0,1,-0.2727272727272727,-0.0289774891774892,0.001981818181818182,
656,Lady Macbeth,Donalbain.,2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.1394727272727273,0.06799999999999996,0.15205262246998572,0.0,-0.07726884545454543,0,0,-0.2727272727272727,-0.05650606060606064,-0.015818181818181842,
657,Macbeth,This is a sorry sight.,2,2,9,"Act 2, Scene 2",0.245,0.755,0.0,-0.0772,neg,-0.09274545454545455,0.30404,0.3877182005013436,-0.005959840000000001,-0.0622239290909091,0,1,-0.1818181818181818,-0.009778787878787887,0.030909090909090914,
658,Lady Macbeth,"A foolish thought, to say a sorry sight.",2,2,9,"Act 2, Scene 2",0.362,0.638,0.0,-0.34,neg,-0.1394727272727273,0.06799999999999996,0.15205262246998572,-0.11560000000000002,-0.07726884545454543,0,1,-0.2727272727272727,-0.03298701298701304,-0.015818181818181842,
659,Macbeth,"There’s one did laugh in ’s sleep, and one cried",2,2,9,"Act 2, Scene 2",0.183,0.563,0.254,0.25,pos,-0.09274545454545455,0.30404,0.3877182005013436,0.0625,-0.0622239290909091,1,0,-0.1818181818181818,-0.014802597402597414,0.030909090909090914,
660,Macbeth,Murder!,2,2,9,"Act 2, Scene 2",1.0,0.0,0.0,-0.7177,neg,-0.09274545454545455,0.20898,0.36199790330884535,-0.51509329,-0.0622239290909091,0,1,-0.1818181818181818,-0.04815021645021647,0.030909090909090914,
661,Macbeth,That they did wake each other. I stood and heard,2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.13764545454545454,0.19354,0.36532336087362405,0.0,-0.0844000390909091,0,0,-0.2727272727272727,-0.09305021645021647,-0.08612727272727272,
662,Macbeth,them.,2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.13764545454545454,0.14354,0.32096519749032,0.0,-0.0844000390909091,0,0,-0.2727272727272727,-0.11860735930735931,-0.08612727272727272,
663,Macbeth,But they did say their prayers and addressed them,2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.045645454545454565,0.0,0.0,0.0,-0.03767667727272728,0,0,-0.09090909090909088,-0.014702597402597436,0.04375454545454544,
664,Macbeth,Again to sleep.,2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.06135454545454546,0.09878,0.22087879481742953,0.0,-0.042816691818181825,0,0,-0.09090909090909088,-0.03041168831168833,-0.05735454545454546,
665,Lady Macbeth,There are two lodged together.,2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.06879090909090911,0.06799999999999996,0.15205262246998572,0.0,-0.03214339727272725,0,0,-0.09090909090909091,-0.014329004329004365,-0.04206363636363637,
667,Macbeth,"As they had seen me with these hangman’s hands,",2,2,9,"Act 2, Scene 2",0.0,1.0,0.0,0.0,neu,-0.14590000000000003,0.09878,0.22087879481742953,0.0,-0.09053487363636364,0,0,-0.2727272727272727,-0.05737619047619051,-0.23320909090909092,
