line_number,text,act,scene,scene_id,act_scene,play_neg,play_neu,play_pos,play_compound,play_vader_label,play_rolling_compound_wide,play_rolling_compound_narrow
1,When shall we three meet again?,1,1,1,"Act 1, Scene 1",0.0,1.0,0.0,0.0,neu,0.03090909090909091,0.05666666666666667
2,"In thunder, lightning, or in rain?",1,1,1,"Act 1, Scene 1",0.0,1.0,0.0,0.0,neu,0.07478333333333333,0.04857142857142858
3,"When the hurly-burly’s done,",1,1,1,"Act 1, Scene 1",0.0,1.0,0.0,0.0,neu,0.06903076923076924,0.0425
4,When the battle’s lost and won.,1,1,1,"Act 1, Scene 1",0.23,0.4,0.37,0.34,pos,0.03264285714285715,0.03777777777777778
5,That will be ere the set of sun.,1,1,1,"Act 1, Scene 1",0.0,1.0,0.0,0.0,neu,0.030466666666666673,0.034
6,Where the place?,1,1,1,"Act 1, Scene 1",0.0,1.0,0.0,0.0,neu,0.028562500000000005,0.03090909090909091
7,Upon the heath.,1,1,1,"Act 1, Scene 1",0.0,1.0,0.0,0.0,neu,0.026882352941176475,0.08158181818181819
8,There to meet with Macbeth.,1,1,1,"Act 1, Scene 1",0.0,1.0,0.0,0.0,neu,0.06429444444444446,0.08158181818181819
9,"I come, Graymalkin.",1,1,1,"Act 1, Scene 1",0.0,1.0,0.0,0.0,neu,0.10217368421052632,0.04154545454545455
10,Paddock calls.,1,1,1,"Act 1, Scene 1",0.0,1.0,0.0,0.0,neu,0.097065,0.01063636363636364
11,Anon.,1,1,1,"Act 1, Scene 1",0.0,1.0,0.0,0.0,neu,0.0899857142857143,0.01063636363636364
12,"Fair is foul, and foul is fair;",1,1,1,"Act 1, Scene 1",0.0,0.521,0.479,0.5574,pos,0.0737952380952381,0.01063636363636364
13,Hover through the fog and filthy air.,1,1,1,"Act 1, Scene 1",0.0,1.0,0.0,0.0,neu,0.0737952380952381,0.07430000000000002
14,"What bloody man is that? He can report,",1,2,2,"Act 1, Scene 2",0.293,0.707,0.0,-0.4404,neg,0.047971428571428575,0.1455727272727273
15,"As seemeth by his plight, of the revolt",1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,0.046933333333333334,0.1455727272727273
16,The newest state.,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,0.02261904761904761,0.1408818181818182
17,This is the sergeant,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,0.022619047619047615,0.10997272727272728
18,"Who, like a good and hardy soldier, fought",1,2,2,"Act 1, Scene 2",0.16,0.278,0.562,0.7003,pos,0.022619047619047615,0.05930000000000001
19,"’Gainst my captivity.—Hail, brave friend!",1,2,2,"Act 1, Scene 2",0.0,0.303,0.697,0.784,pos,0.04446666666666667,0.010000000000000009
20,Say to the King the knowledge of the broil,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,0.01134285714285714,0.07896363636363636
21,As thou didst leave it.,1,2,2,"Act 1, Scene 2",0.231,0.769,0.0,-0.0516,neg,0.04327142857142857,0.03254545454545455
22,"Doubtful it stood,",1,2,2,"Act 1, Scene 2",0.545,0.455,0.0,-0.34,neg,0.04327142857142857,0.03254545454545455
23,As two spent swimmers that do cling together,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.004242857142857146,0.03254545454545455
24,And choke their art. The merciless Macdonwald,1,2,2,"Act 1, Scene 2",0.368,0.632,0.0,-0.5423,neg,0.012957142857142855,0.010590909090909095
25,"(Worthy to be a rebel, for to that",1,2,2,"Act 1, Scene 2",0.152,0.571,0.276,0.3182,pos,0.033928571428571426,-0.12391818181818182
26,The multiplying villainies of nature,1,2,2,"Act 1, Scene 2",0.452,0.548,0.0,-0.5106,neg,0.029038095238095234,-0.06296363636363636
27,Do swarm upon him) from the Western Isles,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,0.029038095238095234,-0.058272727272727275
28,Of kerns and gallowglasses is supplied;,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,0.024147619047619043,-0.0674
29,"And Fortune, on his damnèd quarrel smiling,",1,2,2,"Act 1, Scene 2",0.0,0.667,0.333,0.4588,pos,0.014257142857142857,-0.03456363636363636
30,Showed like a rebel’s whore. But all’s too weak;,1,2,2,"Act 1, Scene 2",0.456,0.421,0.123,-0.6956,neg,-0.02307619047619048,0.014736363636363638
31,"For brave Macbeth (well he deserves that name),",1,2,2,"Act 1, Scene 2",0.0,0.522,0.478,0.6705,pos,-0.05283333333333334,-0.023527272727272727
32,"Disdaining Fortune, with his brandished steel,",1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.03317619047619047,0.022890909090909097
33,"Which smoked with bloody execution,",1,2,2,"Act 1, Scene 2",0.42,0.58,0.0,-0.4404,neg,-0.016985714285714288,0.013554545454545463
34,"Like Valor’s minion, carved out his passage",1,2,2,"Act 1, Scene 2",0.0,0.706,0.294,0.3612,pos,-0.03705714285714286,0.05833636363636364
35,Till he faced the slave;,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.040247619047619046,0.016627272727272737
36,"Which ne’er shook hands, nor bade farewell to him,",1,2,2,"Act 1, Scene 2",0.149,0.851,0.0,-0.1027,neg,-0.029576190476190475,0.02305454545454546
37,"Till he unseamed him from the nave to th’ chops,",1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.005261904761904753,-0.005063636363636356
38,And fixed his head upon our battlements.,1,2,2,"Act 1, Scene 2",0.189,0.811,0.0,-0.1027,neg,-0.005261904761904753,-0.005063636363636356
39,"O valiant cousin, worthy gentleman!",1,2,2,"Act 1, Scene 2",0.0,0.556,0.444,0.4926,pos,-0.022461904761904756,-0.003345454545454535
40,As whence the sun ’gins his reflection,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.06528095238095237,-0.09157272727272726
41,"Shipwracking storms and direful thunders break,",1,2,2,"Act 1, Scene 2",0.451,0.549,0.0,-0.6249,neg,-0.03215714285714285,-0.04227272727272726
42,So from that spring whence comfort seemed to,1,2,2,"Act 1, Scene 2",0.0,0.737,0.263,0.3612,pos,-0.04494761904761905,-0.032936363636363625
43,come,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.04494761904761905,-0.032936363636363625
44,"Discomfort swells. Mark, King of Scotland, mark:",1,2,2,"Act 1, Scene 2",0.318,0.682,0.0,-0.4215,neg,-0.023976190476190467,-0.05643636363636362
45,"No sooner justice had, with valor armed,",1,2,2,"Act 1, Scene 2",0.499,0.501,0.0,-0.6093,neg,-0.06214761904761904,-0.14125454545454547
46,"Compelled these skipping kerns to trust their heels,",1,2,2,"Act 1, Scene 2",0.0,0.571,0.429,0.5423,pos,-0.08399523809523808,-0.14125454545454544
47,"But the Norweyan lord, surveying vantage,",1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.0791047619047619,-0.0479090909090909
48,"With furbished arms and new supplies of men,",1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.0791047619047619,-0.08074545454545454
49,Began a fresh assault.,1,2,2,"Act 1, Scene 2",0.469,0.247,0.284,-0.3612,neg,-0.0815047619047619,-0.08074545454545454
50,"Dismayed not this our captains, Macbeth and",1,2,2,"Act 1, Scene 2",0.326,0.674,0.0,-0.4404,neg,-0.08884761904761904,-0.08246363636363636
51,Banquo?,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.06532857142857142,-0.06878181818181818
52,"Yes, as sparrows eagles, or the hare the lion.",1,2,2,"Act 1, Scene 2",0.0,0.748,0.252,0.4019,pos,-0.035571428571428566,-0.11808181818181818
53,"If I say sooth, I must report they were",1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.031799999999999995,-0.11808181818181818
54,"As cannons overcharged with double cracks,",1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.031799999999999995,-0.132
55,So they doubly redoubled strokes upon the foe.,1,2,2,"Act 1, Scene 2",0.293,0.707,0.0,-0.4404,neg,-0.011728571428571425,-0.0684
56,Except they meant to bathe in reeking wounds,1,2,2,"Act 1, Scene 2",0.3,0.7,0.0,-0.4588,neg,0.007652380952380954,0.016536363636363637
57,"Or memorize another Golgotha,",1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,0.012714285714285714,0.016536363636363637
58,I cannot tell—,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,0.033685714285714284,0.02003636363636364
59,But I am faint. My gashes cry for help.,1,2,2,"Act 1, Scene 2",0.282,0.476,0.241,-0.1531,neg,0.06344285714285715,0.02003636363636364
60,So well thy words become thee as thy wounds:,1,2,2,"Act 1, Scene 2",0.0,0.77,0.23,0.3384,pos,0.08064285714285714,0.02003636363636364
61,"They smack of honor both.—Go, get him surgeons.",1,2,2,"Act 1, Scene 2",0.0,0.686,0.314,0.4939,pos,0.11676666666666667,0.04168181818181818
62,Who comes here?,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,0.09406666666666667,0.14235454545454546
63,The worthy Thane of Ross.,1,2,2,"Act 1, Scene 2",0.0,0.58,0.42,0.4404,pos,0.07492857142857143,0.18239090909090908
64,What a haste looks through his eyes!,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,0.03954761904761906,0.23919999999999997
65,So should he look that seems to speak things,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,0.039547619047619054,0.2531181818181818
66,strange.,1,2,2,"Act 1, Scene 2",1.0,0.0,0.0,-0.2023,neg,0.0508857142857143,0.25128181818181816
67,God save the King.,1,2,2,"Act 1, Scene 2",0.0,0.274,0.726,0.6486,pos,0.05863809523809524,0.16304545454545455
68,"Whence cam’st thou, worthy thane?",1,2,2,"Act 1, Scene 2",0.0,0.58,0.42,0.4404,pos,0.06710952380952381,0.16304545454545452
69,"From Fife, great king,",1,2,2,"Act 1, Scene 2",0.0,0.423,0.577,0.6249,pos,0.06710952380952381,0.055463636363636375
70,Where the Norweyan banners flout the sky,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,0.11439047619047622,0.055463636363636375
71,And fan our people cold.,1,2,2,"Act 1, Scene 2",0.0,0.635,0.365,0.3182,pos,0.0982761904761905,0.03707272727272728
72,"Norway himself, with terrible numbers,",1,2,2,"Act 1, Scene 2",0.437,0.563,0.0,-0.4767,neg,0.07475714285714287,0.028554545454545457
73,"Assisted by that most disloyal traitor,",1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,0.07475714285714287,-0.014236363636363629
74,"The Thane of Cawdor, began a dismal conflict,",1,2,2,"Act 1, Scene 2",0.512,0.488,0.0,-0.743,neg,0.05378571428571429,-0.05427272727272727
75,"Till that Bellona’s bridegroom, lapped in proof,",1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,0.05378571428571429,-0.034736363636363635
76,"Confronted him with self-comparisons,",1,2,2,"Act 1, Scene 2",0.375,0.625,0.0,-0.2023,neg,0.02524285714285715,-0.034736363636363635
77,"Point against point, rebellious arm ’gainst arm,",1,2,2,"Act 1, Scene 2",0.268,0.732,0.0,-0.296,neg,0.05672380952380954,-0.06366363636363635
78,"Curbing his lavish spirit. And to conclude,",1,2,2,"Act 1, Scene 2",0.0,0.779,0.221,0.1779,pos,-0.0027047619047618978,-0.020327272727272725
79,The victory fell on us.,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.008523809523809519,-0.020327272727272725
80,Great happiness!,1,2,2,"Act 1, Scene 2",0.0,0.0,1.0,0.8398,pos,-0.038280952380952374,0.047218181818181826
81,"That now Sweno,",1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.0068666666666666615,-0.007272727272727279
82,"The Norways’ king, craves composition.",1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.02201904761904761,0.05282727272727272
83,Nor would we deign him burial of his men,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.03073333333333332,0.02524545454545454
84,Till he disbursèd at Saint Colme’s Inch,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.03073333333333332,0.037999999999999985
85,Ten thousand dollars to our general use.,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,0.004647619047619059,0.037999999999999985
86,No more that Thane of Cawdor shall deceive,1,2,2,"Act 1, Scene 2",0.45,0.55,0.0,-0.5994,neg,0.004647619047619059,0.021627272727272714
87,"Our bosom interest. Go, pronounce his present",1,2,2,"Act 1, Scene 2",0.0,0.667,0.333,0.4588,pos,0.014280952380952394,0.021627272727272714
88,"death,",1,2,2,"Act 1, Scene 2",1.0,0.0,0.0,-0.5994,neg,-0.0019523809523809435,-0.03834545454545456
89,And with his former title greet Macbeth.,1,2,2,"Act 1, Scene 2",0.0,0.723,0.277,0.3182,pos,-0.010423809523809516,-0.03834545454545456
90,I’ll see it done.,1,2,2,"Act 1, Scene 2",0.0,1.0,0.0,0.0,neu,-0.010423809523809516,-0.03834545454545456
91,"What he hath lost, noble Macbeth hath won.",1,2,2,"Act 1, Scene 2",0.164,0.357,0.479,0.6597,pos,-0.0332142857142857,-0.03834545454545456
92,"Where hast thou been, sister?",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,-0.0332142857142857,0.01614545454545454
93,Killing swine.,1,3,3,"Act 1, Scene 3",0.815,0.185,0.0,-0.6597,neg,-0.0332142857142857,-0.08346363636363638
94,"Sister, where thou?",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,-0.008133333333333326,-0.028972727272727282
95,A sailor’s wife had chestnuts in her lap,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,-0.008133333333333326,-0.0579
96,And munched and munched and munched. Give,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,-0.008133333333333326,-0.025063636363636364
97,"me, quoth I.",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.02040952380952382,-0.08503636363636363
98,"Aroint thee, witch, the rump-fed runnion cries.",1,3,3,"Act 1, Scene 3",0.51,0.49,0.0,-0.6369,neg,-0.0014380952380952277,-0.08503636363636363
99,"Her husband’s to Aleppo gone, master o’ th’ Tiger;",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.027104761904761916,0.022818181818181807
100,"But in a sieve I’ll thither sail,",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.011952380952380966,0.022818181818181807
101,"And, like a rat without a tail,",1,3,3,"Act 1, Scene 3",0.0,0.706,0.294,0.3612,pos,0.011952380952380966,0.022818181818181807
102,"I’ll do, I’ll do, and I’ll do.",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,-0.019461904761904746,0.022818181818181807
103,I’ll give thee a wind.,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,-0.034614285714285695,0.022818181818181807
104,Th’ art kind.,1,3,3,"Act 1, Scene 3",0.0,0.37,0.63,0.5267,pos,-0.016209523809523795,0.08071818181818181
105,And I another.,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,-0.016209523809523795,0.08071818181818181
106,"I myself have all the other,",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,-0.004728571428571414,0.08071818181818181
107,And the very ports they blow;,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,-0.004728571428571414,0.04788181818181818
108,All the quarters that they know,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,-0.004728571428571414,0.01895454545454545
109,I’ th’ shipman’s card.,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.025600000000000015,-0.00588181818181819
110,I’ll drain him dry as hay.,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.025600000000000015,-0.05376363636363637
111,Sleep shall neither night nor day,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.025600000000000015,-0.03184545454545455
112,Hang upon his penthouse lid.,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.008400000000000013,-0.03184545454545455
113,He shall live a man forbid.,1,3,3,"Act 1, Scene 3",0.315,0.685,0.0,-0.3182,neg,0.008400000000000013,-0.03184545454545455
114,"Weary sev’nnights, nine times nine,",1,3,3,"Act 1, Scene 3",0.344,0.656,0.0,-0.2732,neg,0.04414285714285716,-0.03184545454545455
115,"Shall he dwindle, peak, and pine.",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.019061904761904783,-0.03184545454545455
116,"Though his bark cannot be lost,",1,3,3,"Act 1, Scene 3",0.0,0.718,0.282,0.2411,pos,0.019061904761904783,-0.03184545454545455
117,Yet it shall be tempest-tossed.,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.019061904761904783,-0.03184545454545455
118,Look what I have.,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.019061904761904783,-0.03184545454545455
119,"Show me, show me.",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.04488571428571431,0.06531818181818182
120,"Here I have a pilot’s thumb,",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.06271428571428574,0.09015454545454546
121,Wracked as homeward he did come.,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.06271428571428574,0.09015454545454546
122,"A drum, a drum!",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.06271428571428574,0.06823636363636364
123,Macbeth doth come.,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.04959523809523812,0.06823636363636364
124,"The Weïrd Sisters, hand in hand,",1,3,3,"Act 1, Scene 3",0.0,0.385,0.615,0.7506,pos,0.06474761904761908,0.11753636363636363
125,"Posters of the sea and land,",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.07775714285714287,0.15157272727272728
126,"Thus do go about, about,",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.07775714285714287,0.15157272727272728
127,Thrice to thine and thrice to mine,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.06627619047619049,0.15157272727272728
128,"And thrice again, to make up nine.",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.06627619047619049,0.1265272727272727
129,"Peace, the charm’s wound up.",1,3,3,"Act 1, Scene 3",0.0,0.533,0.467,0.5423,pos,0.05112380952380955,0.1265272727272727
130,So foul and fair a day I have not seen.,1,3,3,"Act 1, Scene 3",0.0,0.778,0.222,0.3744,pos,0.05112380952380955,0.05829090909090909
131,"How far is ’t called to Forres?—What are these,",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.05112380952380955,0.05829090909090909
132,"So withered, and so wild in their attire,",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.06504761904761908,0.05829090909090909
133,That look not like th’ inhabitants o’ th’ Earth,1,3,3,"Act 1, Scene 3",0.209,0.791,0.0,-0.2755,neg,0.0789714285714286,0.05829090909090909
134,And yet are on ’t?—Live you? Or are you aught,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.0861666666666667,0.029363636363636366
135,That man may question? You seem to understand,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.046747619047619066,-0.019936363636363637
136,me,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.06190000000000001,-0.053972727272727276
137,By each at once her choppy finger laying,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.08374761904761907,-0.02739090909090909
138,"Upon her skinny lips. You should be women,",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.1055952380952381,-0.0008090909090909108
139,And yet your beards forbid me to interpret,1,3,3,"Act 1, Scene 3",0.247,0.753,0.0,-0.3182,neg,0.1459809523809524,0.037972727272727276
140,That you are so.,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.15394761904761906,0.030954545454545457
141,Speak if you can. What are you?,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.13611904761904764,0.05988181818181819
142,"All hail, Macbeth! Hail to thee, Thane of Glamis!",1,3,3,"Act 1, Scene 3",0.0,0.687,0.313,0.2924,pos,0.13611904761904764,0.10159090909090908
143,"All hail, Macbeth! Hail to thee, Thane of Cawdor!",1,3,3,"Act 1, Scene 3",0.0,0.687,0.313,0.2924,pos,0.13611904761904764,0.1433
144,"All hail, Macbeth, that shalt be king hereafter!",1,3,3,"Act 1, Scene 3",0.0,0.815,0.185,0.1511,pos,0.1350952380952381,0.22039999999999998
145,"Good sir, why do you start and seem to fear",1,3,3,"Act 1, Scene 3",0.227,0.567,0.206,-0.0772,neg,0.16424285714285716,0.31383636363636364
146,"Things that do sound so fair?—I’ th’ name of truth,",1,3,3,"Act 1, Scene 3",0.0,0.796,0.204,0.3182,pos,0.17143809523809525,0.31383636363636364
147,"Are you fantastical, or that indeed",1,3,3,"Act 1, Scene 3",0.0,0.625,0.375,0.4588,pos,0.17863333333333337,0.31383636363636364
148,Which outwardly you show? My noble partner,1,3,3,"Act 1, Scene 3",0.0,0.667,0.333,0.4588,pos,0.18582857142857143,0.28725454545454543
149,You greet with present grace and great prediction,1,3,3,"Act 1, Scene 3",0.0,0.352,0.648,0.8481,pos,0.20302857142857145,0.23367272727272725
150,"Of noble having and of royal hope,",1,3,3,"Act 1, Scene 3",0.0,0.459,0.541,0.7096,pos,0.22045714285714285,0.27558181818181815
151,That he seems rapt withal. To me you speak not.,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.22045714285714285,0.2963363636363636
152,If you can look into the seeds of time,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.23090000000000002,0.28114545454545453
153,"And say which grain will grow and which will not,",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.22417142857142858,0.2531727272727272
154,"Speak, then, to me, who neither beg nor fear",1,3,3,"Act 1, Scene 3",0.216,0.784,0.0,-0.297,neg,0.19509523809523807,0.2443
155,Your favors nor your hate.,1,3,3,"Act 1, Scene 3",0.0,0.375,0.625,0.6121,pos,0.15935714285714286,0.17154545454545456
156,Hail!,1,3,3,"Act 1, Scene 3",0.0,0.0,1.0,0.1511,pos,0.16303333333333334,0.10703636363636364
157,Hail!,1,3,3,"Act 1, Scene 3",0.0,0.0,1.0,0.1511,pos,0.1705809523809524,0.12697272727272726
158,Hail!,1,3,3,"Act 1, Scene 3",0.0,0.0,1.0,0.1511,pos,0.1380904761904762,0.14070909090909092
159,Lesser than Macbeth and greater.,1,3,3,"Act 1, Scene 3",0.0,0.615,0.385,0.3612,pos,0.10214761904761908,0.11178181818181819
160,"Not so happy, yet much happier.",1,3,3,"Act 1, Scene 3",0.303,0.377,0.32,0.0478,neu,0.0747714285714286,0.08429090909090908
161,"Thou shalt get kings, though thou be none.",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.026885714285714308,0.02864545454545455
162,"So all hail, Macbeth and Banquo!",1,3,3,"Act 1, Scene 3",0.0,0.728,0.272,0.2193,pos,0.045066666666666685,0.05824545454545455
163,"Banquo and Macbeth, all hail!",1,3,3,"Act 1, Scene 3",0.0,0.715,0.285,0.1511,pos,0.045066666666666685,0.024190909090909093
164,"Stay, you imperfect speakers. Tell me more.",1,3,3,"Act 1, Scene 3",0.277,0.723,0.0,-0.3182,neg,0.045066666666666685,-0.016454545454545447
165,By Sinel’s death I know I am Thane of Glamis.,1,3,3,"Act 1, Scene 3",0.302,0.698,0.0,-0.5994,neg,0.05920952380952384,-0.024454545454545455
166,But how of Cawdor? The Thane of Cawdor lives,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.030061904761904783,-0.05570909090909091
167,"A prosperous gentleman, and to be king",1,3,3,"Act 1, Scene 3",0.0,0.659,0.341,0.4767,pos,0.022866666666666684,-0.020999999999999998
168,"Stands not within the prospect of belief,",1,3,3,"Act 1, Scene 3",0.239,0.761,0.0,-0.2235,neg,-0.003466666666666647,-0.04093636363636363
169,No more than to be Cawdor. Say from whence,1,3,3,"Act 1, Scene 3",0.216,0.784,0.0,-0.296,neg,-0.03648571428571427,-0.05467272727272727
170,You owe this strange intelligence or why,1,3,3,"Act 1, Scene 3",0.198,0.495,0.307,0.2732,pos,-0.05368571428571426,-0.025745454545454547
171,Upon this blasted heath you stop our way,1,3,3,"Act 1, Scene 3",0.239,0.761,0.0,-0.296,neg,-0.05596190476190474,0.02874545454545455
172,"With such prophetic greeting. Speak, I charge you.",1,3,3,"Act 1, Scene 3",0.0,0.729,0.271,0.3818,pos,-0.05596190476190474,0.02874545454545455
173,"The earth hath bubbles, as the water has,",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,-0.06640476190476188,-0.05112727272727273
174,And these are of them. Whither are they vanished?,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,-0.04705714285714284,-0.08010909090909091
175,"Into the air, and what seemed corporal melted,",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,-0.004671428571428554,-0.053200000000000004
176,As breath into the wind. Would they had stayed!,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.005690476190476211,-0.07803636363636364
177,Were such things here as we do speak about?,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.03223333333333336,-0.05112727272727273
178,Or have we eaten on the insane root,1,3,3,"Act 1, Scene 3",0.278,0.722,0.0,-0.4019,neg,0.009533333333333352,-0.08583636363636364
179,That takes the reason prisoner?,1,3,3,"Act 1, Scene 3",0.467,0.533,0.0,-0.5423,neg,0.020176190476190497,-0.03516363636363637
180,Your children shall be kings.,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.04274285714285716,0.016827272727272722
181,You shall be king.,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.029733333333333348,-0.017881818181818186
182,And Thane of Cawdor too. Went it not so?,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.010933333333333356,0.032790909090909086
183,To th’ selfsame tune and words.—Who’s here?,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,-0.007247619047619026,0.032790909090909086
184,"The King hath happily received, Macbeth,",1,3,3,"Act 1, Scene 3",0.0,0.581,0.419,0.5574,pos,0.032761904761904784,0.06932727272727272
185,"The news of thy success, and, when he reads",1,3,3,"Act 1, Scene 3",0.0,0.684,0.316,0.5719,pos,0.032761904761904784,0.1348
186,"Thy personal venture in the rebels’ fight,",1,3,3,"Act 1, Scene 3",0.302,0.698,0.0,-0.3818,neg,0.032761904761904784,0.1348
187,His wonders and his praises do contend,1,3,3,"Act 1, Scene 3",0.0,0.521,0.479,0.5574,pos,0.053733333333333355,0.07200000000000001
188,"Which should be thine or his. Silenced with that,",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.053733333333333355,0.07200000000000001
189,In viewing o’er the rest o’ th’ selfsame day,1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.07650000000000001,0.1483818181818182
190,"He finds thee in the stout Norweyan ranks,",1,3,3,"Act 1, Scene 3",0.0,0.805,0.195,0.1779,pos,0.14233333333333337,0.09770909090909093
191,"Nothing afeard of what thyself didst make,",1,3,3,"Act 1, Scene 3",0.0,1.0,0.0,0.0,neu,0.14233333333333337,0.04571818181818182
