line_number,speaker,text,act,scene,scene_id,act_scene,neg,neu,pos,compound,vader_label,rolling_compound,rolling_intensity,rolling_volatility,speech_id,weighted_compound,rolling_weighted,is_pos,is_neg,roll_pos_minus_neg,diff_vs_play_w21,diff_vs_play_w11,rolling_within_speech
2236,Siward,What wood is this before us?,5,4,24,"Act 5, Scene 4",0.0,1.0,0.0,0.0,neu,0.09531666666666666,0.19063333333333332,0.33018661894954693,0,0.0,0.05451160166666666,0,0,0.16666666666666666,-0.022854761904761947,-0.052710606060605986,0.0
2243,Siward,We learn no other but the confident tyrant,5,4,24,"Act 5, Scene 4",0.134,0.504,0.361,0.5719,pos,0.0817,0.142975,0.28595,1,0.32706960999999996,0.04672422999999999,1,0,0.14285714285714285,-0.06775238095238098,-0.03305454545454539,0.5719
2244,Siward,Keeps still in Dunsinane and will endure,5,4,24,"Act 5, Scene 4",0.0,1.0,0.0,0.0,neu,0.10848749999999999,0.11438,0.25576145526642596,1,0.0,0.05183570124999999,0,0,0.25,-0.006350595238095294,-0.0062670454545454,0.28595
2245,Siward,Our setting down before ’t.,5,4,24,"Act 5, Scene 4",0.0,1.0,0.0,0.0,neu,0.13997777777777778,0.11438,0.25576145526642596,1,0.0,0.06314124666666666,0,0,0.3333333333333333,0.04611111111111109,-0.03374040404040396,0.19063333333333332
2254,Siward,The time approaches,5,4,24,"Act 5, Scene 4",0.0,1.0,0.0,0.0,neu,0.06603999999999999,0.0,0.0,2,0.0,0.02089908599999999,0,0,0.19999999999999998,-0.054579047619047666,-0.03928727272727267,0.0
2255,Siward,That will with due decision make us know,5,4,24,"Act 5, Scene 4",0.0,1.0,0.0,0.0,neu,0.08487272727272727,0.059199999999999996,0.13237522426798753,2,0.0,0.025784463636363622,0,0,0.2727272727272727,-0.03574632034632037,-0.020454545454545364,0.0
2256,Siward,What we shall say we have and what we owe.,5,4,24,"Act 5, Scene 4",0.0,1.0,0.0,0.0,neu,0.08487272727272727,0.13757999999999998,0.19141599201738607,2,0.0,0.025784463636363622,0,0,0.2727272727272727,-0.03574632034632037,0.02935454545454553,0.0
2257,Siward,"Thoughts speculative their unsure hopes relate,",5,4,24,"Act 5, Scene 4",0.217,0.326,0.457,0.296,pos,0.01859999999999999,0.25746,0.38694816190285747,2,0.08761599999999999,-0.006192810909090915,1,0,0.09090909090909088,-0.08104761904761908,-0.05749090909090901,0.09866666666666667
2258,Siward,But certain issue strokes must arbitrate;,5,4,24,"Act 5, Scene 4",0.0,0.654,0.346,0.3919,pos,0.060309090909090896,0.31210000000000004,0.40278866419004394,2,0.15358561,0.01294331999999999,1,0,0.18181818181818182,-0.02743376623376627,0.0225363636363637,0.22929999999999998
2259,Siward,"Towards which, advance the war.",5,4,24,"Act 5, Scene 4",0.494,0.506,0.0,-0.5994,neg,0.02559999999999999,0.31210000000000004,0.40278866419004394,2,-0.3592803600000001,-0.00030861090909091573,0,1,0.09090909090909094,-0.05968571428571432,-0.04462727272727265,0.02950000000000001
2325,Siward,Fare you well.,5,6,26,"Act 5, Scene 6",0.0,0.488,0.512,0.2732,pos,0.056509090909090905,0.28432,0.39067692150932076,3,0.07463824,0.010200479999999996,1,0,0.18181818181818182,0.08059004329004325,-0.008254545454545383,0.2732
2326,Siward,"Do we but find the tyrant’s power tonight,",5,6,26,"Act 5, Scene 6",0.0,1.0,0.0,0.0,neu,0.056509090909090905,0.2977,0.40895488748760545,3,0.0,0.010200479999999996,0,0,0.18181818181818182,0.0997281385281385,0.09960000000000006,0.1366
2327,Siward,Let us be beaten if we cannot fight.,5,6,26,"Act 5, Scene 6",0.255,0.546,0.199,-0.1571,neg,0.056509090909090905,0.25417999999999996,0.3347124915505843,3,-0.024680409999999996,0.010200479999999996,0,1,0.18181818181818182,0.1321471861471861,0.14130909090909097,0.038700000000000005
2358,Siward,"This way, my lord. The castle’s gently rendered.",5,7,27,"Act 5, Scene 7",0.0,0.7,0.3,0.4588,pos,0.029599999999999994,0.26754,0.34750521147171304,4,0.21049743999999998,0.0022353890909090875,1,0,0.09090909090909094,0.03626666666666663,-0.04404545454545448,0.4588
2359,Siward,"The tyrant’s people on both sides do fight,",5,7,27,"Act 5, Scene 7",0.271,0.729,0.0,-0.3818,neg,-0.006027272727272734,0.26754,0.34750521147171304,4,-0.14577123999999997,-0.011726939090909095,0,1,0.0,0.0006393939393938963,-0.06803636363636358,0.038500000000000006
2360,Siward,"The noble thanes do bravely in the war,",5,7,27,"Act 5, Scene 7",0.257,0.329,0.414,0.34,pos,0.10837272727272727,0.23612000000000002,0.33056424489046,4,0.11560000000000002,0.06041500272727274,1,0,0.18181818181818182,0.11713463203463201,0.04636363636363643,0.139
2361,Siward,"The day almost itself professes yours,",5,7,27,"Act 5, Scene 7",0.0,1.0,0.0,0.0,neu,0.02457272727272728,0.14436,0.2554514591854977,4,0.0,0.015385893636363647,0,0,0.0,0.028291774891774864,0.09998181818181825,-0.013933333333333317
2362,Siward,And little is to do.,5,7,27,"Act 5, Scene 7",0.0,1.0,0.0,0.0,neu,-0.018763636363636357,0.068,0.15205262246998572,4,0.0,-0.005272550909090901,0,0,-0.09090909090909094,-0.010516017316017343,0.05664545454545461,0.11333333333333334
2365,Siward,"Enter, sir, the castle.",5,7,27,"Act 5, Scene 7",0.0,1.0,0.0,0.0,neu,-0.004481818181818175,0.1318,0.2947137594344723,5,0.0,-0.003028877272727264,0,0,0.0,0.04440389610389608,0.06880000000000007,0.0
2406,Siward,Some must go off; and yet by these I see,5,8,28,"Act 5, Scene 8",0.0,1.0,0.0,0.0,neu,-0.04619090909090908,0.26152,0.46231518685848944,6,0.0,-0.02216500818181817,0,0,-0.09090909090909088,0.045247186147186126,-0.033436363636363556,0.0
2407,Siward,So great a day as this is cheaply bought.,5,8,28,"Act 5, Scene 8",0.0,0.646,0.354,0.659,pos,-0.07799999999999999,0.35686,0.5095877529925538,6,0.43428100000000003,-0.057584430909090906,1,0,-0.09090909090909088,0.027533333333333312,-0.06322727272727263,0.3295
2414,Siward,Then he is dead?,5,8,28,"Act 5, Scene 8",0.589,0.411,0.0,-0.6486,neg,-0.1089090909090909,0.35686,0.5095877529925538,7,-0.42068195999999997,-0.06809352181818182,0,1,-0.1818181818181818,0.054324242424242386,0.17190909090909096,-0.6486
2418,Siward,Had he his hurts before?,5,8,28,"Act 5, Scene 8",0.437,0.563,0.0,-0.4767,neg,-0.11592727272727271,0.35686,0.5095877529925538,8,-0.22724289,-0.06863532545454545,0,1,-0.2727272727272727,0.054039393939393915,0.14273636363636372,-0.4767
2420,Siward,"Why then, God’s soldier be he!",5,8,28,"Act 5, Scene 8",0.0,1.0,0.0,0.0,neu,-0.0910909090909091,0.3714,0.3512904567448424,9,0.0,-0.06185003090909091,0,0,-0.18181818181818182,0.046913852813852755,0.11117272727272733,0.0
2421,Siward,"Had I as many sons as I have hairs,",5,8,28,"Act 5, Scene 8",0.0,1.0,0.0,0.0,neu,-0.06625454545454544,0.24168000000000003,0.34299477692816255,9,0.0,-0.05506473636363636,0,0,-0.09090909090909094,0.04743593073593072,0.09514545454545466,0.0
2422,Siward,I would not wish them to a fairer death;,5,8,28,"Act 5, Scene 8",0.468,0.532,0.0,-0.7317,neg,-0.03341818181818181,0.16178,0.3203439120695132,9,-0.53538489,-0.04320424181818181,0,1,0.0,0.06617705627705622,0.1237181818181819,-0.2439
2423,Siward,And so his knell is knolled.,5,8,28,"Act 5, Scene 8",0.0,1.0,0.0,0.0,neu,-0.07959090909090909,0.21642,0.3736937489442391,9,0.0,-0.08060876818181818,0,0,0.0,0.004851948051948024,0.025800000000000087,-0.2439
2426,Siward,He’s worth no more.,5,8,28,"Act 5, Scene 8",0.361,0.328,0.311,-0.0772,neg,-0.006890909090909089,0.27105999999999997,0.4113514191053679,10,-0.005959840000000001,-0.040289389090909095,0,1,0.18181818181818182,-0.030605194805194844,-0.03782727272727266,-0.0772
2427,Siward,"They say he parted well and paid his score,",5,8,28,"Act 5, Scene 8",0.0,0.792,0.208,0.2732,pos,0.04009,0.19696,0.19221662779270698,10,0.07463824,-0.021594039000000002,1,0,0.3,0.027151904761904724,0.009153636363636426,0.098
2428,Siward,"And so, God be with him. Here comes newer",5,8,28,"Act 5, Scene 8",0.0,0.792,0.208,0.2732,pos,0.04454444444444445,0.22718,0.17019438886167798,10,0.07463824,-0.023993376666666667,1,0,0.33333333333333337,-0.00972222222222225,-0.052910101010100956,0.1564
2429,Siward,comfort.,5,8,28,"Act 5, Scene 8",0.0,0.0,1.0,0.3612,pos,0.050112500000000004,0.24196,0.0903896177666443,10,0.13046544000000002,-0.02699254875,1,0,0.375,-0.026854166666666693,-0.08387840909090902,0.3025333333333333
2435,Siward,"Hail, King of Scotland!",5,8,28,"Act 5, Scene 8",0.0,0.653,0.347,0.1511,pos,0.1618,0.23414999999999997,0.10240639628460753,11,0.022831210000000005,0.045634928571428576,1,0,0.5714285714285714,-0.016233333333333377,-0.014354545454545398,0.1511
2436,Siward,"Hail, King of Scotland!",5,8,28,"Act 5, Scene 8",0.0,0.653,0.347,0.1511,pos,0.18876666666666667,0.22113333333333332,0.12130129155674085,11,0.022831210000000005,0.05324075,1,0,0.6666666666666667,0.0386333333333333,0.0263484848484849,0.1511
