speaker,act,scene,line_number,word_pos_in_line,word,total_words_in_line,pos,lemma,opinion_label,afinn_score,afinn_label,afinn_intensity,word_length,motif,theme
First Witch,1,1,1,1,when,6,SCONJ,when,neu,0.0,neu,0.0,4,,
First Witch,1,1,1,2,shall,6,AUX,shall,neu,0.0,neu,0.0,5,,
First Witch,1,1,1,3,we,6,PRON,we,neu,0.0,neu,0.0,2,,
First Witch,1,1,1,4,three,6,NUM,three,neu,0.0,neu,0.0,5,,
First Witch,1,1,1,5,meet,6,VERB,meet,neu,0.0,neu,0.0,4,,
First Witch,1,1,1,6,again,6,ADV,again,neu,0.0,neu,0.0,5,,
First Witch,1,1,2,1,in,6,ADP,in,neu,0.0,neu,0.0,2,,
First Witch,1,1,2,2,thunder,6,NOUN,thunder,neu,0.0,neu,0.0,7,storm,Order vs. Disorder
First Witch,1,1,2,3,lightning,6,NOUN,lightning,neu,0.0,neu,0.0,9,storm,Order vs. Disorder
First Witch,1,1,2,4,or,6,CCONJ,or,neu,0.0,neu,0.0,2,,
First Witch,1,1,2,5,in,6,ADP,in,neu,0.0,neu,0.0,2,,
First Witch,1,1,2,6,rain,6,NOUN,rain,neu,0.0,neu,0.0,4,,
Second Witch,1,1,3,1,when,4,SCONJ,when,neu,0.0,neu,0.0,4,,
Second Witch,1,1,3,2,the,4,DET,the,neu,0.0,neu,0.0,3,,
Second Witch,1,1,3,3,hurlyburly’s,4,ADV,hurlyburly,neu,0.0,neu,0.0,12,,
Second Witch,1,1,3,4,done,4,VERB,do,neu,0.0,neu,0.0,4,,
Second Witch,1,1,4,1,when,6,SCONJ,when,neu,0.0,neu,0.0,4,,
Second Witch,1,1,4,2,the,6,DET,the,neu,0.0,neu,0.0,3,,
Second Witch,1,1,4,3,battle’s,6,NOUN,battle,neu,-1.0,neg,1.0,8,,
Second Witch,1,1,4,4,lost,6,VERB,lose,neg,0.0,neu,0.0,4,,
Second Witch,1,1,4,5,and,6,CCONJ,and,neu,0.0,neu,0.0,3,,
Second Witch,1,1,4,6,won,6,VERB,win,pos,4.0,pos,4.0,3,,
Third Witch,1,1,5,1,that,8,SCONJ,that,neu,0.0,neu,0.0,4,,
Third Witch,1,1,5,2,will,8,AUX,will,neu,0.0,neu,0.0,4,,
Third Witch,1,1,5,3,be,8,AUX,be,neu,0.0,neu,0.0,2,,
Third Witch,1,1,5,4,ere,8,VERB,ere,neu,0.0,neu,0.0,3,,
Third Witch,1,1,5,5,the,8,DET,the,neu,0.0,neu,0.0,3,,
Third Witch,1,1,5,6,set,8,VERB,set,neu,0.0,neu,0.0,3,,
Third Witch,1,1,5,7,of,8,ADP,of,neu,0.0,neu,0.0,2,,
Third Witch,1,1,5,8,sun,8,PROPN,sun,neu,0.0,neu,0.0,3,,
First Witch,1,1,6,1,where,3,SCONJ,where,neu,0.0,neu,0.0,5,,
First Witch,1,1,6,2,the,3,DET,the,neu,0.0,neu,0.0,3,,
First Witch,1,1,6,3,place,3,NOUN,place,neu,0.0,neu,0.0,5,,
Second Witch,1,1,7,1,upon,3,SCONJ,upon,neu,0.0,neu,0.0,4,,
Second Witch,1,1,7,2,the,3,DET,the,neu,0.0,neu,0.0,3,,
Second Witch,1,1,7,3,heath,3,NOUN,heath,neu,0.0,neu,0.0,5,,
Third Witch,1,1,8,1,there,5,PRON,there,neu,0.0,neu,0.0,5,,
Third Witch,1,1,8,2,to,5,PART,to,neu,0.0,neu,0.0,2,,
Third Witch,1,1,8,3,meet,5,VERB,meet,neu,0.0,neu,0.0,4,,
Third Witch,1,1,8,4,with,5,ADP,with,neu,0.0,neu,0.0,4,,
Third Witch,1,1,8,5,macbeth,5,PROPN,macbeth,neu,0.0,neu,0.0,7,,
First Witch,1,1,9,1,i,3,PRON,I,neu,0.0,neu,0.0,1,,
First Witch,1,1,9,2,come,3,VERB,come,neu,0.0,neu,0.0,4,,
First Witch,1,1,9,3,graymalkin,3,NOUN,graymalkin,neu,0.0,neu,0.0,10,,
Second Witch,1,1,10,1,paddock,2,NOUN,paddock,neu,0.0,neu,0.0,7,,
Second Witch,1,1,10,2,calls,2,NOUN,call,neu,0.0,neu,0.0,5,,
Third Witch,1,1,11,1,anon,1,PROPN,anon,neu,0.0,neu,0.0,4,,
Second Witch,1,1,12,1,fair,7,ADJ,fair,pos,2.0,pos,2.0,4,,
Second Witch,1,1,12,2,is,7,AUX,be,neu,0.0,neu,0.0,2,,
Second Witch,1,1,12,3,foul,7,PROPN,foul,neg,-3.0,neg,3.0,4,,
Second Witch,1,1,12,4,and,7,CCONJ,and,neu,0.0,neu,0.0,3,,
Second Witch,1,1,12,5,foul,7,PROPN,foul,neg,-3.0,neg,3.0,4,,
Second Witch,1,1,12,6,is,7,AUX,be,neu,0.0,neu,0.0,2,,
Second Witch,1,1,12,7,fair,7,ADJ,fair,pos,2.0,pos,2.0,4,,
First Witch,1,1,13,1,hover,7,ADV,hover,neu,0.0,neu,0.0,5,,
First Witch,1,1,13,2,through,7,ADP,through,neu,0.0,neu,0.0,7,,
First Witch,1,1,13,3,the,7,DET,the,neu,0.0,neu,0.0,3,,
First Witch,1,1,13,4,fog,7,NOUN,fog,neu,0.0,neu,0.0,3,,
First Witch,1,1,13,5,and,7,CCONJ,and,neu,0.0,neu,0.0,3,,
First Witch,1,1,13,6,filthy,7,ADJ,filthy,neg,-2.0,neg,2.0,6,,
First Witch,1,1,13,7,air,7,NOUN,air,neu,0.0,neu,0.0,3,,
Duncan,1,2,14,1,what,8,PRON,what,neu,0.0,neu,0.0,4,,
Duncan,1,2,14,2,bloody,8,ADJ,bloody,neg,-3.0,neg,3.0,6,blood,Guilt & Conscience
Duncan,1,2,14,3,man,8,NOUN,man,neu,0.0,neu,0.0,3,,
Duncan,1,2,14,4,is,8,AUX,be,neu,0.0,neu,0.0,2,,
Duncan,1,2,14,5,that,8,SCONJ,that,neu,0.0,neu,0.0,4,,
Duncan,1,2,14,6,he,8,PRON,he,neu,0.0,neu,0.0,2,,
Duncan,1,2,14,7,can,8,AUX,can,neu,0.0,neu,0.0,3,,
Duncan,1,2,14,8,report,8,VERB,report,neu,0.0,neu,0.0,6,,
Duncan,1,2,15,1,as,8,ADP,as,neu,0.0,neu,0.0,2,,
Duncan,1,2,15,2,seemeth,8,NOUN,seemeth,neu,0.0,neu,0.0,7,,
Duncan,1,2,15,3,by,8,ADP,by,neu,0.0,neu,0.0,2,,
Duncan,1,2,15,4,his,8,PRON,his,neu,0.0,neu,0.0,3,,
Duncan,1,2,15,5,plight,8,NOUN,plight,neg,0.0,neu,0.0,6,,
Duncan,1,2,15,6,of,8,ADP,of,neu,0.0,neu,0.0,2,,
Duncan,1,2,15,7,the,8,DET,the,neu,0.0,neu,0.0,3,,
Duncan,1,2,15,8,revolt,8,NOUN,revolt,neg,0.0,neu,0.0,6,,
Duncan,1,2,16,1,the,3,DET,the,neu,0.0,neu,0.0,3,,
Duncan,1,2,16,2,newest,3,ADJ,new,neu,0.0,neu,0.0,6,,
Duncan,1,2,16,3,state,3,NOUN,state,neu,0.0,neu,0.0,5,,
Malcolm,1,2,17,1,this,4,PRON,this,neu,0.0,neu,0.0,4,,
Malcolm,1,2,17,2,is,4,AUX,be,neu,0.0,neu,0.0,2,,
Malcolm,1,2,17,3,the,4,DET,the,neu,0.0,neu,0.0,3,,
Malcolm,1,2,17,4,sergeant,4,NOUN,sergeant,neu,0.0,neu,0.0,8,,
Malcolm,1,2,18,1,who,8,PRON,who,neu,0.0,neu,0.0,3,,
Malcolm,1,2,18,2,like,8,INTJ,like,pos,2.0,pos,2.0,4,,
Malcolm,1,2,18,3,a,8,DET,a,neu,0.0,neu,0.0,1,,
Malcolm,1,2,18,4,good,8,ADJ,good,pos,3.0,pos,3.0,4,,
Malcolm,1,2,18,5,and,8,CCONJ,and,neu,0.0,neu,0.0,3,,
Malcolm,1,2,18,6,hardy,8,ADJ,hardy,pos,2.0,pos,2.0,5,,
Malcolm,1,2,18,7,soldier,8,NOUN,soldier,neu,0.0,neu,0.0,7,,
Malcolm,1,2,18,8,fought,8,VERB,fight,neu,-1.0,neg,1.0,6,,
Malcolm,1,2,19,1,’gainst,5,PUNCT,',neu,0.0,neu,0.0,7,,
Malcolm,1,2,19,2,my,5,PRON,my,neu,0.0,neu,0.0,2,,
Malcolm,1,2,19,3,captivity—hail,5,NOUN,captivity,neu,0.0,neu,0.0,14,,
Malcolm,1,2,19,4,brave,5,ADJ,brave,pos,2.0,pos,2.0,5,,
Malcolm,1,2,19,5,friend,5,NOUN,friend,neu,1.0,pos,1.0,6,,
Malcolm,1,2,20,1,say,9,VERB,say,neu,0.0,neu,0.0,3,,
Malcolm,1,2,20,2,to,9,PART,to,neu,0.0,neu,0.0,2,,
Malcolm,1,2,20,3,the,9,DET,the,neu,0.0,neu,0.0,3,,
Malcolm,1,2,20,4,king,9,NOUN,king,neu,0.0,neu,0.0,4,crown,Ambition & Power
Malcolm,1,2,20,5,the,9,DET,the,neu,0.0,neu,0.0,3,,
Malcolm,1,2,20,6,knowledge,9,NOUN,knowledge,neu,0.0,neu,0.0,9,,
Malcolm,1,2,20,7,of,9,ADP,of,neu,0.0,neu,0.0,2,,
Malcolm,1,2,20,8,the,9,DET,the,neu,0.0,neu,0.0,3,,
Malcolm,1,2,20,9,broil,9,NOUN,broil,neu,0.0,neu,0.0,5,,
Malcolm,1,2,21,1,as,5,ADP,as,neu,0.0,neu,0.0,2,,
Malcolm,1,2,21,2,thou,5,PRON,thou,neu,0.0,neu,0.0,4,,
Malcolm,1,2,21,3,didst,5,NOUN,didst,neu,0.0,neu,0.0,5,,
Malcolm,1,2,21,4,leave,5,VERB,leave,neu,-1.0,neg,1.0,5,,
Malcolm,1,2,21,5,it,5,PRON,it,neu,0.0,neu,0.0,2,,
Captain,1,2,22,1,doubtful,3,ADJ,doubtful,neg,-1.0,neg,1.0,8,,
Captain,1,2,22,2,it,3,PRON,it,neu,0.0,neu,0.0,2,,
Captain,1,2,22,3,stood,3,VERB,stand,neu,0.0,neu,0.0,5,,
Captain,1,2,23,1,as,8,ADP,as,neu,0.0,neu,0.0,2,,
Captain,1,2,23,2,two,8,NUM,two,neu,0.0,neu,0.0,3,,
Captain,1,2,23,3,spent,8,VERB,spend,neu,0.0,neu,0.0,5,,
Captain,1,2,23,4,swimmers,8,NOUN,swimmer,neu,0.0,neu,0.0,8,,
Captain,1,2,23,5,that,8,SCONJ,that,neu,0.0,neu,0.0,4,,
Captain,1,2,23,6,do,8,VERB,do,neu,0.0,neu,0.0,2,,
Captain,1,2,23,7,cling,8,VERB,cle,neu,0.0,neu,0.0,5,,
Captain,1,2,23,8,together,8,ADV,together,neu,0.0,neu,0.0,8,,
Captain,1,2,24,1,and,7,CCONJ,and,neu,0.0,neu,0.0,3,,
Captain,1,2,24,2,choke,7,VERB,choke,neg,-2.0,neg,2.0,5,,
Captain,1,2,24,3,their,7,PRON,their,neu,0.0,neu,0.0,5,,
Captain,1,2,24,4,art,7,VERB,be,neu,0.0,neu,0.0,3,,
Captain,1,2,24,5,the,7,DET,the,neu,0.0,neu,0.0,3,,
Captain,1,2,24,6,merciless,7,NOUN,merciless,neg,0.0,neu,0.0,9,,
Captain,1,2,24,7,macdonwald,7,PROPN,macdonwald,neu,0.0,neu,0.0,10,,
Captain,1,2,25,1,worthy,8,ADJ,worthy,pos,2.0,pos,2.0,6,,
Captain,1,2,25,2,to,8,PART,to,neu,0.0,neu,0.0,2,,
Captain,1,2,25,3,be,8,AUX,be,neu,0.0,neu,0.0,2,,
Captain,1,2,25,4,a,8,DET,a,neu,0.0,neu,0.0,1,,
Captain,1,2,25,5,rebel,8,NOUN,rebel,neu,-2.0,neg,2.0,5,,
Captain,1,2,25,6,for,8,ADP,for,neu,0.0,neu,0.0,3,,
Captain,1,2,25,7,to,8,PART,to,neu,0.0,neu,0.0,2,,
Captain,1,2,25,8,that,8,SCONJ,that,neu,0.0,neu,0.0,4,,
Captain,1,2,26,1,the,5,DET,the,neu,0.0,neu,0.0,3,,
Captain,1,2,26,2,multiplying,5,VERB,multiply,neu,0.0,neu,0.0,11,,
Captain,1,2,26,3,villainies,5,NOUN,villainy,neu,0.0,neu,0.0,10,,
Captain,1,2,26,4,of,5,ADP,of,neu,0.0,neu,0.0,2,,
Captain,1,2,26,5,nature,5,NOUN,nature,neu,0.0,neu,0.0,6,,
Captain,1,2,27,1,do,8,VERB,do,neu,0.0,neu,0.0,2,,
Captain,1,2,27,2,swarm,8,NOUN,swarm,neu,0.0,neu,0.0,5,,
Captain,1,2,27,3,upon,8,SCONJ,upon,neu,0.0,neu,0.0,4,,
Captain,1,2,27,4,him,8,PRON,he,neu,0.0,neu,0.0,3,,
Captain,1,2,27,5,from,8,ADP,from,neu,0.0,neu,0.0,4,,
Captain,1,2,27,6,the,8,DET,the,neu,0.0,neu,0.0,3,,
Captain,1,2,27,7,western,8,ADJ,western,neu,0.0,neu,0.0,7,,
Captain,1,2,27,8,isles,8,NOUN,isle,neu,0.0,neu,0.0,5,,
Captain,1,2,28,1,of,6,ADP,of,neu,0.0,neu,0.0,2,,
Captain,1,2,28,2,kerns,6,NOUN,kern,neu,0.0,neu,0.0,5,,
Captain,1,2,28,3,and,6,CCONJ,and,neu,0.0,neu,0.0,3,,
Captain,1,2,28,4,gallowglasses,6,VERB,gallowglasse,neu,0.0,neu,0.0,13,,
Captain,1,2,28,5,is,6,AUX,be,neu,0.0,neu,0.0,2,,
Captain,1,2,28,6,supplied,6,VERB,supply,neu,0.0,neu,0.0,8,,
Captain,1,2,29,1,and,7,CCONJ,and,neu,0.0,neu,0.0,3,,
Captain,1,2,29,2,fortune,7,NOUN,fortune,pos,2.0,pos,2.0,7,,
Captain,1,2,29,3,on,7,ADP,on,neu,0.0,neu,0.0,2,,
Captain,1,2,29,4,his,7,PRON,his,neu,0.0,neu,0.0,3,,
Captain,1,2,29,5,damnèd,7,NOUN,damnèd,neu,0.0,neu,0.0,6,,
Captain,1,2,29,6,quarrel,7,NOUN,quarrel,neg,0.0,neu,0.0,7,,
Captain,1,2,29,7,smiling,7,VERB,smile,pos,2.0,pos,2.0,7,,
Captain,1,2,30,1,showed,9,VERB,show,neu,0.0,neu,0.0,6,,
Captain,1,2,30,2,like,9,INTJ,like,pos,2.0,pos,2.0,4,,
Captain,1,2,30,3,a,9,DET,a,neu,0.0,neu,0.0,1,,
Captain,1,2,30,4,rebel’s,9,PROPN,rebel,neu,-2.0,neg,2.0,7,,
Captain,1,2,30,5,whore,9,NOUN,whore,neg,-4.0,neg,4.0,5,,
Captain,1,2,30,6,but,9,CCONJ,but,neu,0.0,neu,0.0,3,,
Captain,1,2,30,7,all’s,9,PRON,all,neu,0.0,neu,0.0,5,,
Captain,1,2,30,8,too,9,ADV,too,neu,0.0,neu,0.0,3,,
Captain,1,2,30,9,weak,9,ADJ,weak,neg,-2.0,neg,2.0,4,,
Captain,1,2,31,1,for,8,ADP,for,neu,0.0,neu,0.0,3,,
Captain,1,2,31,2,brave,8,ADJ,brave,pos,2.0,pos,2.0,5,,
Captain,1,2,31,3,macbeth,8,PROPN,macbeth,neu,0.0,neu,0.0,7,,
Captain,1,2,31,4,well,8,ADV,well,pos,0.0,neu,0.0,4,,
Captain,1,2,31,5,he,8,PRON,he,neu,0.0,neu,0.0,2,,
Captain,1,2,31,6,deserves,8,VERB,deserve,neu,0.0,neu,0.0,8,,
Captain,1,2,31,7,that,8,SCONJ,that,neu,0.0,neu,0.0,4,,
Captain,1,2,31,8,name,8,NOUN,name,neu,0.0,neu,0.0,4,,
Captain,1,2,32,1,disdaining,6,VERB,disdain,neg,-2.0,neg,2.0,10,,
Captain,1,2,32,2,fortune,6,NOUN,fortune,pos,2.0,pos,2.0,7,,
Captain,1,2,32,3,with,6,ADP,with,neu,0.0,neu,0.0,4,,
Captain,1,2,32,4,his,6,PRON,his,neu,0.0,neu,0.0,3,,
Captain,1,2,32,5,brandished,6,VERB,brandish,neu,0.0,neu,0.0,10,,
Captain,1,2,32,6,steel,6,NOUN,steel,neu,0.0,neu,0.0,5,,
Captain,1,2,33,1,which,5,PRON,which,neu,0.0,neu,0.0,5,,
Captain,1,2,33,2,smoked,5,VERB,smoke,neg,0.0,neu,0.0,6,,
Captain,1,2,33,3,with,5,ADP,with,neu,0.0,neu,0.0,4,,
Captain,1,2,33,4,bloody,5,ADJ,bloody,neg,-3.0,neg,3.0,6,blood,Guilt & Conscience
Captain,1,2,33,5,execution,5,NOUN,execution,neu,0.0,neu,0.0,9,,
Captain,1,2,34,1,like,7,INTJ,like,pos,2.0,pos,2.0,4,,
Captain,1,2,34,2,valor’s,7,PROPN,valor,pos,0.0,neu,0.0,7,,
Captain,1,2,34,3,minion,7,PROPN,minion,neu,0.0,neu,0.0,6,,
Captain,1,2,34,4,carved,7,VERB,carve,neu,0.0,neu,0.0,6,,
Captain,1,2,34,5,out,7,ADV,out,neu,0.0,neu,0.0,3,,
Captain,1,2,34,6,his,7,PRON,his,neu,0.0,neu,0.0,3,,
Captain,1,2,34,7,passage,7,NOUN,passage,neu,0.0,neu,0.0,7,,
Captain,1,2,35,1,till,5,SCONJ,till,neu,0.0,neu,0.0,4,,
Captain,1,2,35,2,he,5,PRON,he,neu,0.0,neu,0.0,2,,
Captain,1,2,35,3,faced,5,VERB,face,neu,0.0,neu,0.0,5,,
Captain,1,2,35,4,the,5,DET,the,neu,0.0,neu,0.0,3,,
Captain,1,2,35,5,slave,5,NOUN,slave,neg,-3.0,neg,3.0,5,,
Captain,1,2,36,1,which,9,PRON,which,neu,0.0,neu,0.0,5,,
Captain,1,2,36,2,ne’er,9,NOUN,ne’er,neu,0.0,neu,0.0,5,,
Captain,1,2,36,3,shook,9,VERB,shake,neg,0.0,neu,0.0,5,,
Captain,1,2,36,4,hands,9,NOUN,hand,neu,0.0,neu,0.0,5,hand,Guilt & Conscience
Captain,1,2,36,5,nor,9,CCONJ,nor,neu,0.0,neu,0.0,3,,
Captain,1,2,36,6,bade,9,PROPN,bade,neu,0.0,neu,0.0,4,,
Captain,1,2,36,7,farewell,9,PROPN,farewell,neu,0.0,neu,0.0,8,,
Captain,1,2,36,8,to,9,PART,to,neu,0.0,neu,0.0,2,,
Captain,1,2,36,9,him,9,PRON,he,neu,0.0,neu,0.0,3,,
Captain,1,2,37,1,till,10,SCONJ,till,neu,0.0,neu,0.0,4,,
Captain,1,2,37,2,he,10,PRON,he,neu,0.0,neu,0.0,2,,
Captain,1,2,37,3,unseamed,10,VERB,unseame,neu,0.0,neu,0.0,8,,
Captain,1,2,37,4,him,10,PRON,he,neu,0.0,neu,0.0,3,,
Captain,1,2,37,5,from,10,ADP,from,neu,0.0,neu,0.0,4,,
Captain,1,2,37,6,the,10,DET,the,neu,0.0,neu,0.0,3,,
Captain,1,2,37,7,nave,10,NOUN,nave,neu,0.0,neu,0.0,4,,
Captain,1,2,37,8,to,10,PART,to,neu,0.0,neu,0.0,2,,
Captain,1,2,37,9,th’,10,X,th,neu,0.0,neu,0.0,3,,
Captain,1,2,37,10,chops,10,NOUN,chop,neu,0.0,neu,0.0,5,,
Captain,1,2,38,1,and,7,CCONJ,and,neu,0.0,neu,0.0,3,,
Captain,1,2,38,2,fixed,7,VERB,fix,neu,0.0,neu,0.0,5,,
Captain,1,2,38,3,his,7,PRON,his,neu,0.0,neu,0.0,3,,
Captain,1,2,38,4,head,7,NOUN,head,neu,0.0,neu,0.0,4,,
Captain,1,2,38,5,upon,7,SCONJ,upon,neu,0.0,neu,0.0,4,,
Captain,1,2,38,6,our,7,PRON,our,neu,0.0,neu,0.0,3,,
Captain,1,2,38,7,battlements,7,NOUN,battlement,neu,0.0,neu,0.0,11,,
Duncan,1,2,39,1,o,5,X,o,neu,0.0,neu,0.0,1,,
Duncan,1,2,39,2,valiant,5,PROPN,valiant,pos,0.0,neu,0.0,7,,
Duncan,1,2,39,3,cousin,5,PROPN,cousin,neu,0.0,neu,0.0,6,,
Duncan,1,2,39,4,worthy,5,ADJ,worthy,pos,2.0,pos,2.0,6,,
Duncan,1,2,39,5,gentleman,5,NOUN,gentleman,neu,0.0,neu,0.0,9,,
Captain,1,2,40,1,as,7,ADP,as,neu,0.0,neu,0.0,2,,
Captain,1,2,40,2,whence,7,ADV,whence,neu,0.0,neu,0.0,6,,
Captain,1,2,40,3,the,7,DET,the,neu,0.0,neu,0.0,3,,
Captain,1,2,40,4,sun,7,PROPN,sun,neu,0.0,neu,0.0,3,,
Captain,1,2,40,5,’gins,7,PUNCT,',neu,0.0,neu,0.0,5,,
Captain,1,2,40,6,his,7,PRON,his,neu,0.0,neu,0.0,3,,
Captain,1,2,40,7,reflection,7,NOUN,reflection,neu,0.0,neu,0.0,10,,
Captain,1,2,41,1,shipwracking,6,VERB,shipwracke,neu,0.0,neu,0.0,12,,
Captain,1,2,41,2,storms,6,NOUN,storm,neu,0.0,neu,0.0,6,storm,Order vs. Disorder
Captain,1,2,41,3,and,6,CCONJ,and,neu,0.0,neu,0.0,3,,
Captain,1,2,41,4,direful,6,ADJ,direful,neu,-3.0,neg,3.0,7,,
Captain,1,2,41,5,thunders,6,NOUN,thunder,neu,0.0,neu,0.0,8,storm,Order vs. Disorder
Captain,1,2,41,6,break,6,VERB,break,neg,0.0,neu,0.0,5,,
Captain,1,2,42,1,so,8,ADV,so,neu,0.0,neu,0.0,2,,
Captain,1,2,42,2,from,8,ADP,from,neu,0.0,neu,0.0,4,,
Captain,1,2,42,3,that,8,SCONJ,that,neu,0.0,neu,0.0,4,,
Captain,1,2,42,4,spring,8,NOUN,spring,neu,0.0,neu,0.0,6,,
Captain,1,2,42,5,whence,8,ADV,whence,neu,0.0,neu,0.0,6,,
Captain,1,2,42,6,comfort,8,NOUN,comfort,pos,2.0,pos,2.0,7,,
Captain,1,2,42,7,seemed,8,VERB,seem,neu,0.0,neu,0.0,6,,
Captain,1,2,42,8,to,8,PART,to,neu,0.0,neu,0.0,2,,
Captain,1,2,43,1,come,1,VERB,come,neu,0.0,neu,0.0,4,,
Captain,1,2,44,1,discomfort,7,VERB,discomfort,neg,-2.0,neg,2.0,10,,
Captain,1,2,44,2,swells,7,VERB,swell,neu,0.0,neu,0.0,6,,
Captain,1,2,44,3,mark,7,PROPN,mark,neu,0.0,neu,0.0,4,,
Captain,1,2,44,4,king,7,NOUN,king,neu,0.0,neu,0.0,4,crown,Ambition & Power
Captain,1,2,44,5,of,7,ADP,of,neu,0.0,neu,0.0,2,,
Captain,1,2,44,6,scotland,7,PROPN,scotland,neu,0.0,neu,0.0,8,,
Captain,1,2,44,7,mark,7,PROPN,mark,neu,0.0,neu,0.0,4,,
Captain,1,2,45,1,no,7,INTJ,no,neu,-1.0,neg,1.0,2,,
Captain,1,2,45,2,sooner,7,ADV,soon,neu,0.0,neu,0.0,6,,
Captain,1,2,45,3,justice,7,NOUN,justice,neu,2.0,pos,2.0,7,,
Captain,1,2,45,4,had,7,VERB,have,neu,0.0,neu,0.0,3,,
Captain,1,2,45,5,with,7,ADP,with,neu,0.0,neu,0.0,4,,
Captain,1,2,45,6,valor,7,PROPN,valor,pos,0.0,neu,0.0,5,,
Captain,1,2,45,7,armed,7,VERB,arm,neu,0.0,neu,0.0,5,,
Captain,1,2,46,1,compelled,8,VERB,compel,neu,0.0,neu,0.0,9,,
Captain,1,2,46,2,these,8,PRON,these,neu,0.0,neu,0.0,5,,
Captain,1,2,46,3,skipping,8,VERB,skip,neu,0.0,neu,0.0,8,,
Captain,1,2,46,4,kerns,8,NOUN,kern,neu,0.0,neu,0.0,5,,
Captain,1,2,46,5,to,8,PART,to,neu,0.0,neu,0.0,2,,
Captain,1,2,46,6,trust,8,NOUN,trust,pos,1.0,pos,1.0,5,,
Captain,1,2,46,7,their,8,PRON,their,neu,0.0,neu,0.0,5,,
Captain,1,2,46,8,heels,8,NOUN,heel,neu,0.0,neu,0.0,5,,
Captain,1,2,47,1,but,6,CCONJ,but,neu,0.0,neu,0.0,3,,
Captain,1,2,47,2,the,6,DET,the,neu,0.0,neu,0.0,3,,
Captain,1,2,47,3,norweyan,6,PROPN,norweyan,neu,0.0,neu,0.0,8,,
Captain,1,2,47,4,lord,6,PROPN,lord,neu,0.0,neu,0.0,4,,
Captain,1,2,47,5,surveying,6,VERB,survey,neu,0.0,neu,0.0,9,,
Captain,1,2,47,6,vantage,6,PROPN,vantage,neu,0.0,neu,0.0,7,,
Captain,1,2,48,1,with,8,ADP,with,neu,0.0,neu,0.0,4,,
Captain,1,2,48,2,furbished,8,VERB,furbish,neu,0.0,neu,0.0,9,,
Captain,1,2,48,3,arms,8,NOUN,arm,neu,0.0,neu,0.0,4,,
Captain,1,2,48,4,and,8,CCONJ,and,neu,0.0,neu,0.0,3,,
Captain,1,2,48,5,new,8,ADJ,new,neu,0.0,neu,0.0,3,,
Captain,1,2,48,6,supplies,8,NOUN,supply,neu,0.0,neu,0.0,8,,
Captain,1,2,48,7,of,8,ADP,of,neu,0.0,neu,0.0,2,,
Captain,1,2,48,8,men,8,NOUN,man,neu,0.0,neu,0.0,3,,
Captain,1,2,49,1,began,4,VERB,begin,neu,0.0,neu,0.0,5,,
Captain,1,2,49,2,a,4,DET,a,neu,0.0,neu,0.0,1,,
Captain,1,2,49,3,fresh,4,ADJ,fresh,pos,1.0,pos,1.0,5,,
Captain,1,2,49,4,assault,4,NOUN,assault,neg,-2.0,neg,2.0,7,,
Duncan,1,2,50,1,dismayed,7,VERB,dismay,neg,0.0,neu,0.0,8,,
Duncan,1,2,50,2,not,7,PART,not,neu,0.0,neu,0.0,3,,
Duncan,1,2,50,3,this,7,PRON,this,neu,0.0,neu,0.0,4,,
Duncan,1,2,50,4,our,7,PRON,our,neu,0.0,neu,0.0,3,,
Duncan,1,2,50,5,captains,7,NOUN,captain,neu,0.0,neu,0.0,8,,
Duncan,1,2,50,6,macbeth,7,PROPN,macbeth,neu,0.0,neu,0.0,7,,
Duncan,1,2,50,7,and,7,CCONJ,and,neu,0.0,neu,0.0,3,,
Duncan,1,2,51,1,banquo,1,PROPN,banquo,neu,0.0,neu,0.0,6,,
Captain,1,2,52,1,yes,9,INTJ,yes,neu,1.0,pos,1.0,3,,
Captain,1,2,52,2,as,9,ADP,as,neu,0.0,neu,0.0,2,,
Captain,1,2,52,3,sparrows,9,VERB,sparrow,neu,0.0,neu,0.0,8,,
Captain,1,2,52,4,eagles,9,NOUN,eagle,neu,0.0,neu,0.0,6,,
Captain,1,2,52,5,or,9,CCONJ,or,neu,0.0,neu,0.0,2,,
Captain,1,2,52,6,the,9,DET,the,neu,0.0,neu,0.0,3,,
Captain,1,2,52,7,hare,9,PROPN,hare,neu,0.0,neu,0.0,4,,
Captain,1,2,52,8,the,9,DET,the,neu,0.0,neu,0.0,3,,
Captain,1,2,52,9,lion,9,NOUN,lion,neu,0.0,neu,0.0,4,,
Captain,1,2,53,1,if,9,SCONJ,if,neu,0.0,neu,0.0,2,,
Captain,1,2,53,2,i,9,PRON,I,neu,0.0,neu,0.0,1,,
Captain,1,2,53,3,say,9,VERB,say,neu,0.0,neu,0.0,3,,
Captain,1,2,53,4,sooth,9,NOUN,sooth,neu,0.0,neu,0.0,5,,
Captain,1,2,53,5,i,9,PRON,I,neu,0.0,neu,0.0,1,,
Captain,1,2,53,6,must,9,AUX,must,neu,0.0,neu,0.0,4,,
Captain,1,2,53,7,report,9,VERB,report,neu,0.0,neu,0.0,6,,
Captain,1,2,53,8,they,9,PRON,they,neu,0.0,neu,0.0,4,,
Captain,1,2,53,9,were,9,AUX,be,neu,0.0,neu,0.0,4,,
Captain,1,2,54,1,as,6,ADP,as,neu,0.0,neu,0.0,2,,
Captain,1,2,54,2,cannons,6,NOUN,cannon,neu,0.0,neu,0.0,7,,
