speaker,act,scene,line_number,word_pos_in_line,word,total_words_in_line,pos,lemma,opinion_label,afinn_score,afinn_label,afinn_intensity,word_length,motif,theme
Angus,1,3,211,5,or,9,CCONJ,or,neu,0.0,neu,0.0,2,,
Angus,1,3,211,6,did,9,VERB,do,neu,0.0,neu,0.0,3,,
Angus,1,3,211,7,line,9,NOUN,line,neu,0.0,neu,0.0,4,,
Angus,1,3,211,8,the,9,DET,the,neu,0.0,neu,0.0,3,,
Angus,1,3,211,9,rebel,9,NOUN,rebel,neu,-2.0,neg,2.0,5,,
Angus,1,3,212,1,with,9,ADP,with,neu,0.0,neu,0.0,4,,
Angus,1,3,212,2,hidden,9,VERB,hide,neu,-1.0,neg,1.0,6,,
Angus,1,3,212,3,help,9,VERB,help,neu,2.0,pos,2.0,4,,
Angus,1,3,212,4,and,9,CCONJ,and,neu,0.0,neu,0.0,3,,
Angus,1,3,212,5,vantage,9,PROPN,vantage,neu,0.0,neu,0.0,7,,
Angus,1,3,212,6,or,9,CCONJ,or,neu,0.0,neu,0.0,2,,
Angus,1,3,212,7,that,9,SCONJ,that,neu,0.0,neu,0.0,4,,
Angus,1,3,212,8,with,9,ADP,with,neu,0.0,neu,0.0,4,,
Angus,1,3,212,9,both,9,PRON,both,neu,0.0,neu,0.0,4,,
Angus,1,3,213,1,he,9,PRON,he,neu,0.0,neu,0.0,2,,
Angus,1,3,213,2,labored,9,VERB,labor,neu,0.0,neu,0.0,7,,
Angus,1,3,213,3,in,9,ADP,in,neu,0.0,neu,0.0,2,,
Angus,1,3,213,4,his,9,PRON,his,neu,0.0,neu,0.0,3,,
Angus,1,3,213,5,country’s,9,NOUN,country,neu,0.0,neu,0.0,9,,
Angus,1,3,213,6,wrack,9,NOUN,wrack,neu,0.0,neu,0.0,5,,
Angus,1,3,213,7,i,9,PRON,I,neu,0.0,neu,0.0,1,,
Angus,1,3,213,8,know,9,VERB,know,neu,0.0,neu,0.0,4,,
Angus,1,3,213,9,not,9,PART,not,neu,0.0,neu,0.0,3,,
Angus,1,3,214,1,but,6,CCONJ,but,neu,0.0,neu,0.0,3,,
Angus,1,3,214,2,treasons,6,NOUN,treason,neg,-3.0,neg,3.0,8,,
Angus,1,3,214,3,capital,6,NOUN,capital,neu,0.0,neu,0.0,7,,
Angus,1,3,214,4,confessed,6,VERB,confess,neg,0.0,neu,0.0,9,,
Angus,1,3,214,5,and,6,CCONJ,and,neu,0.0,neu,0.0,3,,
Angus,1,3,214,6,proved,6,VERB,prove,neu,0.0,neu,0.0,6,,
Angus,1,3,215,1,have,3,VERB,have,neu,0.0,neu,0.0,4,,
Angus,1,3,215,2,overthrown,3,VERB,overthrow,neg,0.0,neu,0.0,10,,
Angus,1,3,215,3,him,3,PRON,he,neu,0.0,neu,0.0,3,,
Macbeth,1,3,216,1,glamis,5,PROPN,glamis,neu,0.0,neu,0.0,6,,
Macbeth,1,3,216,2,and,5,CCONJ,and,neu,0.0,neu,0.0,3,,
Macbeth,1,3,216,3,thane,5,NOUN,thane,neu,0.0,neu,0.0,5,,
Macbeth,1,3,216,4,of,5,ADP,of,neu,0.0,neu,0.0,2,,
Macbeth,1,3,216,5,cawdor,5,PROPN,cawdor,neu,0.0,neu,0.0,6,,
Macbeth,1,3,217,1,the,5,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,1,3,217,2,greatest,5,ADJ,great,pos,3.0,pos,3.0,8,,
Macbeth,1,3,217,3,is,5,AUX,be,neu,0.0,neu,0.0,2,,
Macbeth,1,3,217,4,behind,5,ADV,behind,neu,0.0,neu,0.0,6,,
Macbeth,1,3,217,5,thanks,5,NOUN,thank,pos,2.0,pos,2.0,6,,
Macbeth,1,3,218,1,for,3,ADP,for,neu,0.0,neu,0.0,3,,
Macbeth,1,3,218,2,your,3,PRON,your,neu,0.0,neu,0.0,4,,
Macbeth,1,3,218,3,pains,3,NOUN,pain,neg,-2.0,neg,2.0,5,,
Macbeth,1,3,219,1,do,6,VERB,do,neu,0.0,neu,0.0,2,,
Macbeth,1,3,219,2,you,6,PRON,you,neu,0.0,neu,0.0,3,,
Macbeth,1,3,219,3,not,6,PART,not,neu,0.0,neu,0.0,3,,
Macbeth,1,3,219,4,hope,6,NOUN,hope,neu,2.0,pos,2.0,4,,
Macbeth,1,3,219,5,your,6,PRON,your,neu,0.0,neu,0.0,4,,
Macbeth,1,3,219,6,children,6,NOUN,child,neu,0.0,neu,0.0,8,,
Macbeth,1,3,220,1,shall,3,AUX,shall,neu,0.0,neu,0.0,5,,
Macbeth,1,3,220,2,be,3,AUX,be,neu,0.0,neu,0.0,2,,
Macbeth,1,3,220,3,kings,3,NOUN,king,neu,0.0,neu,0.0,5,crown,Ambition & Power
Macbeth,1,3,221,1,when,10,SCONJ,when,neu,0.0,neu,0.0,4,,
Macbeth,1,3,221,2,those,10,PRON,those,neu,0.0,neu,0.0,5,,
Macbeth,1,3,221,3,that,10,SCONJ,that,neu,0.0,neu,0.0,4,,
Macbeth,1,3,221,4,gave,10,VERB,give,neu,0.0,neu,0.0,4,,
Macbeth,1,3,221,5,the,10,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,1,3,221,6,thane,10,NOUN,thane,neu,0.0,neu,0.0,5,,
Macbeth,1,3,221,7,of,10,ADP,of,neu,0.0,neu,0.0,2,,
Macbeth,1,3,221,8,cawdor,10,PROPN,cawdor,neu,0.0,neu,0.0,6,,
Macbeth,1,3,221,9,to,10,PART,to,neu,0.0,neu,0.0,2,,
Macbeth,1,3,221,10,me,10,PRON,I,neu,0.0,neu,0.0,2,,
Macbeth,1,3,222,1,promised,5,VERB,promise,pos,1.0,pos,1.0,8,,
Macbeth,1,3,222,2,no,5,INTJ,no,neu,-1.0,neg,1.0,2,,
Macbeth,1,3,222,3,less,5,ADV,less,neu,0.0,neu,0.0,4,,
Macbeth,1,3,222,4,to,5,PART,to,neu,0.0,neu,0.0,2,,
Macbeth,1,3,222,5,them,5,PRON,they,neu,0.0,neu,0.0,4,,
Banquo,1,3,223,1,that,3,SCONJ,that,neu,0.0,neu,0.0,4,,
Banquo,1,3,223,2,trusted,3,VERB,trust,pos,1.0,pos,1.0,7,,
Banquo,1,3,223,3,home,3,NOUN,home,neu,0.0,neu,0.0,4,,
Banquo,1,3,224,1,might,7,AUX,might,neu,0.0,neu,0.0,5,,
Banquo,1,3,224,2,yet,7,ADV,yet,neu,0.0,neu,0.0,3,,
Banquo,1,3,224,3,enkindle,7,NOUN,enkindle,neu,0.0,neu,0.0,8,,
Banquo,1,3,224,4,you,7,PRON,you,neu,0.0,neu,0.0,3,,
Banquo,1,3,224,5,unto,7,ADP,unto,neu,0.0,neu,0.0,4,,
Banquo,1,3,224,6,the,7,DET,the,neu,0.0,neu,0.0,3,,
Banquo,1,3,224,7,crown,7,PROPN,crown,neu,0.0,neu,0.0,5,crown,Ambition & Power
Banquo,1,3,225,1,besides,8,ADV,besides,neu,0.0,neu,0.0,7,,
Banquo,1,3,225,2,the,8,DET,the,neu,0.0,neu,0.0,3,,
Banquo,1,3,225,3,thane,8,NOUN,thane,neu,0.0,neu,0.0,5,,
Banquo,1,3,225,4,of,8,ADP,of,neu,0.0,neu,0.0,2,,
Banquo,1,3,225,5,cawdor,8,PROPN,cawdor,neu,0.0,neu,0.0,6,,
Banquo,1,3,225,6,but,8,CCONJ,but,neu,0.0,neu,0.0,3,,
Banquo,1,3,225,7,’tis,8,PUNCT,',neu,0.0,neu,0.0,4,,
Banquo,1,3,225,8,strange,8,ADJ,strange,neg,-1.0,neg,1.0,7,,
Banquo,1,3,226,1,and,8,CCONJ,and,neu,0.0,neu,0.0,3,,
Banquo,1,3,226,2,oftentimes,8,NOUN,oftentime,neu,0.0,neu,0.0,10,,
Banquo,1,3,226,3,to,8,PART,to,neu,0.0,neu,0.0,2,,
Banquo,1,3,226,4,win,8,VERB,win,pos,4.0,pos,4.0,3,,
Banquo,1,3,226,5,us,8,PRON,we,neu,0.0,neu,0.0,2,,
Banquo,1,3,226,6,to,8,PART,to,neu,0.0,neu,0.0,2,,
Banquo,1,3,226,7,our,8,PRON,our,neu,0.0,neu,0.0,3,,
Banquo,1,3,226,8,harm,8,NOUN,harm,neg,-2.0,neg,2.0,4,,
Banquo,1,3,227,1,the,7,DET,the,neu,0.0,neu,0.0,3,,
Banquo,1,3,227,2,instruments,7,NOUN,instrument,neu,0.0,neu,0.0,11,,
Banquo,1,3,227,3,of,7,ADP,of,neu,0.0,neu,0.0,2,,
Banquo,1,3,227,4,darkness,7,NOUN,darkness,neg,-1.0,neg,1.0,8,,
Banquo,1,3,227,5,tell,7,VERB,tell,neu,0.0,neu,0.0,4,,
Banquo,1,3,227,6,us,7,PRON,we,neu,0.0,neu,0.0,2,,
Banquo,1,3,227,7,truths,7,NOUN,truth,neu,0.0,neu,0.0,6,,
Banquo,1,3,228,1,win,8,VERB,win,pos,4.0,pos,4.0,3,,
Banquo,1,3,228,2,us,8,PRON,we,neu,0.0,neu,0.0,2,,
Banquo,1,3,228,3,with,8,ADP,with,neu,0.0,neu,0.0,4,,
Banquo,1,3,228,4,honest,8,ADJ,honest,pos,2.0,pos,2.0,6,,
Banquo,1,3,228,5,trifles,8,NOUN,trifle,neu,0.0,neu,0.0,7,,
Banquo,1,3,228,6,to,8,PART,to,neu,0.0,neu,0.0,2,,
Banquo,1,3,228,7,betray,8,NOUN,betray,neg,-3.0,neg,3.0,6,,
Banquo,1,3,228,8,’s,8,NOUN,’s,neu,0.0,neu,0.0,2,,
Banquo,1,3,229,1,in,3,ADP,in,neu,0.0,neu,0.0,2,,
Banquo,1,3,229,2,deepest,3,ADJ,deep,neu,0.0,neu,0.0,7,,
Banquo,1,3,229,3,consequence—,3,NOUN,consequence,neu,0.0,neu,0.0,12,,
Banquo,1,3,230,1,cousins,6,NOUN,cousin,neu,0.0,neu,0.0,7,,
Banquo,1,3,230,2,a,6,DET,a,neu,0.0,neu,0.0,1,,
Banquo,1,3,230,3,word,6,NOUN,word,neu,0.0,neu,0.0,4,,
Banquo,1,3,230,4,i,6,PRON,I,neu,0.0,neu,0.0,1,,
Banquo,1,3,230,5,pray,6,VERB,pray,neu,1.0,pos,1.0,4,,
Banquo,1,3,230,6,you,6,PRON,you,neu,0.0,neu,0.0,3,,
Macbeth,1,3,231,1,two,4,NUM,two,neu,0.0,neu,0.0,3,,
Macbeth,1,3,231,2,truths,4,NOUN,truth,neu,0.0,neu,0.0,6,,
Macbeth,1,3,231,3,are,4,AUX,be,neu,0.0,neu,0.0,3,,
Macbeth,1,3,231,4,told,4,VERB,tell,neu,0.0,neu,0.0,4,,
Macbeth,1,3,232,1,as,7,ADP,as,neu,0.0,neu,0.0,2,,
Macbeth,1,3,232,2,happy,7,ADJ,happy,pos,3.0,pos,3.0,5,,
Macbeth,1,3,232,3,prologues,7,NOUN,prologue,neu,0.0,neu,0.0,9,,
Macbeth,1,3,232,4,to,7,PART,to,neu,0.0,neu,0.0,2,,
Macbeth,1,3,232,5,the,7,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,1,3,232,6,swelling,7,VERB,swell,neu,0.0,neu,0.0,8,,
Macbeth,1,3,232,7,act,7,NOUN,act,neu,0.0,neu,0.0,3,,
Macbeth,1,3,233,1,of,7,ADP,of,neu,0.0,neu,0.0,2,,
Macbeth,1,3,233,2,the,7,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,1,3,233,3,imperial,7,ADJ,imperial,neu,0.0,neu,0.0,8,,
Macbeth,1,3,233,4,theme—i,7,NOUN,theme,neu,0.0,neu,0.0,7,,
Macbeth,1,3,233,5,thank,7,VERB,thank,pos,2.0,pos,2.0,5,,
Macbeth,1,3,233,6,you,7,PRON,you,neu,0.0,neu,0.0,3,,
Macbeth,1,3,233,7,gentlemen,7,NOUN,gentleman,neu,0.0,neu,0.0,9,,
Macbeth,1,3,234,1,this,3,PRON,this,neu,0.0,neu,0.0,4,,
Macbeth,1,3,234,2,supernatural,3,PROPN,supernatural,neu,0.0,neu,0.0,12,,
Macbeth,1,3,234,3,soliciting,3,VERB,solicit,neu,0.0,neu,0.0,10,,
Macbeth,1,3,235,1,cannot,8,AUX,can,neu,0.0,neu,0.0,6,,
Macbeth,1,3,235,2,be,8,AUX,be,neu,0.0,neu,0.0,2,,
Macbeth,1,3,235,3,ill,8,PROPN,ill,neu,-2.0,neg,2.0,3,,
Macbeth,1,3,235,4,cannot,8,AUX,can,neu,0.0,neu,0.0,6,,
Macbeth,1,3,235,5,be,8,AUX,be,neu,0.0,neu,0.0,2,,
Macbeth,1,3,235,6,good,8,ADJ,good,pos,3.0,pos,3.0,4,,
Macbeth,1,3,235,7,if,8,SCONJ,if,neu,0.0,neu,0.0,2,,
Macbeth,1,3,235,8,ill,8,PROPN,ill,neu,-2.0,neg,2.0,3,,
Macbeth,1,3,236,1,why,8,SCONJ,why,neu,0.0,neu,0.0,3,,
Macbeth,1,3,236,2,hath,8,VERB,have,neu,0.0,neu,0.0,4,,
Macbeth,1,3,236,3,it,8,PRON,it,neu,0.0,neu,0.0,2,,
Macbeth,1,3,236,4,given,8,VERB,give,neu,0.0,neu,0.0,5,,
Macbeth,1,3,236,5,me,8,PRON,I,neu,0.0,neu,0.0,2,,
Macbeth,1,3,236,6,earnest,8,ADJ,earnest,pos,2.0,pos,2.0,7,,
Macbeth,1,3,236,7,of,8,ADP,of,neu,0.0,neu,0.0,2,,
Macbeth,1,3,236,8,success,8,NOUN,success,pos,2.0,pos,2.0,7,,
Macbeth,1,3,237,1,commencing,9,VERB,commence,neu,0.0,neu,0.0,10,,
Macbeth,1,3,237,2,in,9,ADP,in,neu,0.0,neu,0.0,2,,
Macbeth,1,3,237,3,a,9,DET,a,neu,0.0,neu,0.0,1,,
Macbeth,1,3,237,4,truth,9,NOUN,truth,neu,0.0,neu,0.0,5,,
Macbeth,1,3,237,5,i,9,PRON,I,neu,0.0,neu,0.0,1,,
Macbeth,1,3,237,6,am,9,AUX,be,neu,0.0,neu,0.0,2,,
Macbeth,1,3,237,7,thane,9,NOUN,thane,neu,0.0,neu,0.0,5,,
Macbeth,1,3,237,8,of,9,ADP,of,neu,0.0,neu,0.0,2,,
Macbeth,1,3,237,9,cawdor,9,PROPN,cawdor,neu,0.0,neu,0.0,6,,
Macbeth,1,3,238,1,if,9,SCONJ,if,neu,0.0,neu,0.0,2,,
Macbeth,1,3,238,2,good,9,ADJ,good,pos,3.0,pos,3.0,4,,
Macbeth,1,3,238,3,why,9,SCONJ,why,neu,0.0,neu,0.0,3,,
Macbeth,1,3,238,4,do,9,VERB,do,neu,0.0,neu,0.0,2,,
Macbeth,1,3,238,5,i,9,PRON,I,neu,0.0,neu,0.0,1,,
Macbeth,1,3,238,6,yield,9,NOUN,yield,neu,0.0,neu,0.0,5,,
Macbeth,1,3,238,7,to,9,PART,to,neu,0.0,neu,0.0,2,,
Macbeth,1,3,238,8,that,9,SCONJ,that,neu,0.0,neu,0.0,4,,
Macbeth,1,3,238,9,suggestion,9,NOUN,suggestion,neu,0.0,neu,0.0,10,,
Macbeth,1,3,239,1,whose,7,DET,whose,neu,0.0,neu,0.0,5,,
Macbeth,1,3,239,2,horrid,7,PROPN,horrid,neg,-3.0,neg,3.0,6,,
Macbeth,1,3,239,3,image,7,NOUN,image,neu,0.0,neu,0.0,5,,
Macbeth,1,3,239,4,doth,7,VERB,do,neu,0.0,neu,0.0,4,,
Macbeth,1,3,239,5,unfix,7,ADJ,unfix,neu,0.0,neu,0.0,5,,
Macbeth,1,3,239,6,my,7,PRON,my,neu,0.0,neu,0.0,2,,
Macbeth,1,3,239,7,hair,7,NOUN,hair,neu,0.0,neu,0.0,4,,
Macbeth,1,3,240,1,and,9,CCONJ,and,neu,0.0,neu,0.0,3,,
Macbeth,1,3,240,2,make,9,VERB,make,neu,0.0,neu,0.0,4,,
Macbeth,1,3,240,3,my,9,PRON,my,neu,0.0,neu,0.0,2,,
Macbeth,1,3,240,4,seated,9,VERB,seat,neu,0.0,neu,0.0,6,,
Macbeth,1,3,240,5,heart,9,NOUN,heart,neu,0.0,neu,0.0,5,,
Macbeth,1,3,240,6,knock,9,VERB,knock,neg,0.0,neu,0.0,5,,
Macbeth,1,3,240,7,at,9,ADP,at,neu,0.0,neu,0.0,2,,
Macbeth,1,3,240,8,my,9,PRON,my,neu,0.0,neu,0.0,2,,
Macbeth,1,3,240,9,ribs,9,NOUN,rib,neu,0.0,neu,0.0,4,,
Macbeth,1,3,241,1,against,7,ADP,against,neu,0.0,neu,0.0,7,,
Macbeth,1,3,241,2,the,7,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,1,3,241,3,use,7,NOUN,use,neu,0.0,neu,0.0,3,,
Macbeth,1,3,241,4,of,7,ADP,of,neu,0.0,neu,0.0,2,,
Macbeth,1,3,241,5,nature,7,NOUN,nature,neu,0.0,neu,0.0,6,,
Macbeth,1,3,241,6,present,7,ADJ,present,neu,0.0,neu,0.0,7,,
Macbeth,1,3,241,7,fears,7,VERB,fear,neg,-2.0,neg,2.0,5,fear,
Macbeth,1,3,242,1,are,5,AUX,be,neu,0.0,neu,0.0,3,,
Macbeth,1,3,242,2,less,5,ADV,less,neu,0.0,neu,0.0,4,,
Macbeth,1,3,242,3,than,5,ADP,than,neu,0.0,neu,0.0,4,,
Macbeth,1,3,242,4,horrible,5,ADJ,horrible,neg,-3.0,neg,3.0,8,,
Macbeth,1,3,242,5,imaginings,5,NOUN,imagining,neu,0.0,neu,0.0,10,,
Macbeth,1,3,243,1,my,8,PRON,my,neu,0.0,neu,0.0,2,,
Macbeth,1,3,243,2,thought,8,VERB,think,neu,0.0,neu,0.0,7,,
Macbeth,1,3,243,3,whose,8,DET,whose,neu,0.0,neu,0.0,5,,
Macbeth,1,3,243,4,murder,8,NOUN,murder,neg,-2.0,neg,2.0,6,,
Macbeth,1,3,243,5,yet,8,ADV,yet,neu,0.0,neu,0.0,3,,
Macbeth,1,3,243,6,is,8,AUX,be,neu,0.0,neu,0.0,2,,
Macbeth,1,3,243,7,but,8,CCONJ,but,neu,0.0,neu,0.0,3,,
Macbeth,1,3,243,8,fantastical,8,ADJ,fantastical,neu,0.0,neu,0.0,11,,
Macbeth,1,3,244,1,shakes,7,NOUN,shake,neg,0.0,neu,0.0,6,,
Macbeth,1,3,244,2,so,7,ADV,so,neu,0.0,neu,0.0,2,,
Macbeth,1,3,244,3,my,7,PRON,my,neu,0.0,neu,0.0,2,,
Macbeth,1,3,244,4,single,7,ADJ,single,neu,0.0,neu,0.0,6,,
Macbeth,1,3,244,5,state,7,NOUN,state,neu,0.0,neu,0.0,5,,
Macbeth,1,3,244,6,of,7,ADP,of,neu,0.0,neu,0.0,2,,
Macbeth,1,3,244,7,man,7,NOUN,man,neu,0.0,neu,0.0,3,,
Macbeth,1,3,245,1,that,6,SCONJ,that,neu,0.0,neu,0.0,4,,
Macbeth,1,3,245,2,function,6,NOUN,function,neu,0.0,neu,0.0,8,,
Macbeth,1,3,245,3,is,6,AUX,be,neu,0.0,neu,0.0,2,,
Macbeth,1,3,245,4,smothered,6,VERB,smother,neg,0.0,neu,0.0,9,,
Macbeth,1,3,245,5,in,6,ADP,in,neu,0.0,neu,0.0,2,,
Macbeth,1,3,245,6,surmise,6,ADV,surmise,neu,0.0,neu,0.0,7,,
Macbeth,1,3,246,1,and,7,CCONJ,and,neu,0.0,neu,0.0,3,,
Macbeth,1,3,246,2,nothing,7,PRON,nothing,neu,0.0,neu,0.0,7,,
Macbeth,1,3,246,3,is,7,AUX,be,neu,0.0,neu,0.0,2,,
Macbeth,1,3,246,4,but,7,CCONJ,but,neu,0.0,neu,0.0,3,,
Macbeth,1,3,246,5,what,7,PRON,what,neu,0.0,neu,0.0,4,,
Macbeth,1,3,246,6,is,7,AUX,be,neu,0.0,neu,0.0,2,,
Macbeth,1,3,246,7,not,7,PART,not,neu,0.0,neu,0.0,3,,
Banquo,1,3,247,1,look,5,VERB,look,neu,0.0,neu,0.0,4,,
Banquo,1,3,247,2,how,5,SCONJ,how,neu,0.0,neu,0.0,3,,
Banquo,1,3,247,3,our,5,PRON,our,neu,0.0,neu,0.0,3,,
Banquo,1,3,247,4,partner’s,5,PROPN,partner,neu,0.0,neu,0.0,9,,
Banquo,1,3,247,5,rapt,5,PROPN,rapt,pos,0.0,neu,0.0,4,,
Macbeth,1,3,248,1,if,9,SCONJ,if,neu,0.0,neu,0.0,2,,
Macbeth,1,3,248,2,chance,9,NOUN,chance,neu,2.0,pos,2.0,6,,
Macbeth,1,3,248,3,will,9,AUX,will,neu,0.0,neu,0.0,4,,
Macbeth,1,3,248,4,have,9,VERB,have,neu,0.0,neu,0.0,4,,
Macbeth,1,3,248,5,me,9,PRON,I,neu,0.0,neu,0.0,2,,
Macbeth,1,3,248,6,king,9,NOUN,king,neu,0.0,neu,0.0,4,crown,Ambition & Power
Macbeth,1,3,248,7,why,9,SCONJ,why,neu,0.0,neu,0.0,3,,
Macbeth,1,3,248,8,chance,9,NOUN,chance,neu,2.0,pos,2.0,6,,
Macbeth,1,3,248,9,may,9,AUX,may,neu,0.0,neu,0.0,3,,
Macbeth,1,3,249,1,crown,2,PROPN,crown,neu,0.0,neu,0.0,5,crown,Ambition & Power
Macbeth,1,3,249,2,me,2,PRON,I,neu,0.0,neu,0.0,2,,
Macbeth,1,3,250,1,without,3,ADP,without,neu,0.0,neu,0.0,7,,
Macbeth,1,3,250,2,my,3,PRON,my,neu,0.0,neu,0.0,2,,
Macbeth,1,3,250,3,stir,3,VERB,stir,neu,0.0,neu,0.0,4,,
Banquo,1,3,251,1,new,5,ADJ,new,neu,0.0,neu,0.0,3,,
Banquo,1,3,251,2,honors,5,NOUN,honor,pos,2.0,pos,2.0,6,,
Banquo,1,3,251,3,come,5,VERB,come,neu,0.0,neu,0.0,4,,
Banquo,1,3,251,4,upon,5,SCONJ,upon,neu,0.0,neu,0.0,4,,
Banquo,1,3,251,5,him,5,PRON,he,neu,0.0,neu,0.0,3,,
Banquo,1,3,252,1,like,9,INTJ,like,pos,2.0,pos,2.0,4,,
Banquo,1,3,252,2,our,9,PRON,our,neu,0.0,neu,0.0,3,,
Banquo,1,3,252,3,strange,9,ADJ,strange,neg,-1.0,neg,1.0,7,,
Banquo,1,3,252,4,garments,9,NOUN,garment,neu,0.0,neu,0.0,8,,
Banquo,1,3,252,5,cleave,9,NOUN,cleave,neu,0.0,neu,0.0,6,,
Banquo,1,3,252,6,not,9,PART,not,neu,0.0,neu,0.0,3,,
Banquo,1,3,252,7,to,9,PART,to,neu,0.0,neu,0.0,2,,
Banquo,1,3,252,8,their,9,PRON,their,neu,0.0,neu,0.0,5,,
Banquo,1,3,252,9,mold,9,NOUN,mold,neu,0.0,neu,0.0,4,,
Banquo,1,3,253,1,but,6,CCONJ,but,neu,0.0,neu,0.0,3,,
Banquo,1,3,253,2,with,6,ADP,with,neu,0.0,neu,0.0,4,,
Banquo,1,3,253,3,the,6,DET,the,neu,0.0,neu,0.0,3,,
Banquo,1,3,253,4,aid,6,NOUN,aid,neu,0.0,neu,0.0,3,,
Banquo,1,3,253,5,of,6,ADP,of,neu,0.0,neu,0.0,2,,
Banquo,1,3,253,6,use,6,NOUN,use,neu,0.0,neu,0.0,3,,
Macbeth,1,3,254,1,come,4,VERB,come,neu,0.0,neu,0.0,4,,
Macbeth,1,3,254,2,what,4,PRON,what,neu,0.0,neu,0.0,4,,
Macbeth,1,3,254,3,come,4,VERB,come,neu,0.0,neu,0.0,4,,
Macbeth,1,3,254,4,may,4,AUX,may,neu,0.0,neu,0.0,3,,
Macbeth,1,3,255,1,time,9,NOUN,time,neu,0.0,neu,0.0,4,time,Time & Inevitability
Macbeth,1,3,255,2,and,9,CCONJ,and,neu,0.0,neu,0.0,3,,
Macbeth,1,3,255,3,the,9,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,1,3,255,4,hour,9,NOUN,hour,neu,0.0,neu,0.0,4,time,Time & Inevitability
Macbeth,1,3,255,5,runs,9,VERB,run,neu,0.0,neu,0.0,4,,
Macbeth,1,3,255,6,through,9,ADP,through,neu,0.0,neu,0.0,7,,
Macbeth,1,3,255,7,the,9,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,1,3,255,8,roughest,9,PROPN,roughest,neu,0.0,neu,0.0,8,,
Macbeth,1,3,255,9,day,9,NOUN,day,neu,0.0,neu,0.0,3,,
Banquo,1,3,256,1,worthy,7,ADJ,worthy,pos,2.0,pos,2.0,6,,
Banquo,1,3,256,2,macbeth,7,PROPN,macbeth,neu,0.0,neu,0.0,7,,
Banquo,1,3,256,3,we,7,PRON,we,neu,0.0,neu,0.0,2,,
Banquo,1,3,256,4,stay,7,VERB,stay,neu,0.0,neu,0.0,4,,
Banquo,1,3,256,5,upon,7,SCONJ,upon,neu,0.0,neu,0.0,4,,
Banquo,1,3,256,6,your,7,PRON,your,neu,0.0,neu,0.0,4,,
Banquo,1,3,256,7,leisure,7,NOUN,leisure,neu,0.0,neu,0.0,7,,
Macbeth,1,3,257,1,give,9,VERB,give,neu,0.0,neu,0.0,4,,
Macbeth,1,3,257,2,me,9,PRON,I,neu,0.0,neu,0.0,2,,
Macbeth,1,3,257,3,your,9,PRON,your,neu,0.0,neu,0.0,4,,
Macbeth,1,3,257,4,favor,9,VERB,favor,pos,2.0,pos,2.0,5,,
Macbeth,1,3,257,5,my,9,PRON,my,neu,0.0,neu,0.0,2,,
Macbeth,1,3,257,6,dull,9,ADJ,dull,neg,-2.0,neg,2.0,4,,
Macbeth,1,3,257,7,brain,9,NOUN,brain,neu,0.0,neu,0.0,5,,
Macbeth,1,3,257,8,was,9,AUX,be,neu,0.0,neu,0.0,3,,
Macbeth,1,3,257,9,wrought,9,PROPN,wrought,neg,0.0,neu,0.0,7,,
Macbeth,1,3,258,1,with,7,ADP,with,neu,0.0,neu,0.0,4,,
Macbeth,1,3,258,2,things,7,NOUN,thing,neu,0.0,neu,0.0,6,,
Macbeth,1,3,258,3,forgotten,7,VERB,forget,neu,-1.0,neg,1.0,9,,
Macbeth,1,3,258,4,kind,7,ADV,kind,neu,2.0,pos,2.0,4,,
Macbeth,1,3,258,5,gentlemen,7,NOUN,gentleman,neu,0.0,neu,0.0,9,,
Macbeth,1,3,258,6,your,7,PRON,your,neu,0.0,neu,0.0,4,,
Macbeth,1,3,258,7,pains,7,NOUN,pain,neg,-2.0,neg,2.0,5,,
Macbeth,1,3,259,1,are,7,AUX,be,neu,0.0,neu,0.0,3,,
Macbeth,1,3,259,2,registered,7,VERB,register,neu,0.0,neu,0.0,10,,
Macbeth,1,3,259,3,where,7,SCONJ,where,neu,0.0,neu,0.0,5,,
Macbeth,1,3,259,4,every,7,PRON,every,neu,0.0,neu,0.0,5,,
Macbeth,1,3,259,5,day,7,NOUN,day,neu,0.0,neu,0.0,3,,
Macbeth,1,3,259,6,i,7,PRON,I,neu,0.0,neu,0.0,1,,
Macbeth,1,3,259,7,turn,7,VERB,turn,neu,0.0,neu,0.0,4,,
Macbeth,1,3,260,1,the,10,DET,the,neu,0.0,neu,0.0,3,,
Macbeth,1,3,260,2,leaf,10,NOUN,leaf,neu,0.0,neu,0.0,4,,
Macbeth,1,3,260,3,to,10,PART,to,neu,0.0,neu,0.0,2,,
Macbeth,1,3,260,4,read,10,VERB,read,neu,0.0,neu,0.0,4,,
Macbeth,1,3,260,5,them,10,PRON,they,neu,0.0,neu,0.0,4,,
Macbeth,1,3,260,6,let,10,VERB,let,neu,0.0,neu,0.0,3,,
Macbeth,1,3,260,7,us,10,PRON,we,neu,0.0,neu,0.0,2,,
Macbeth,1,3,260,8,toward,10,ADP,toward,neu,0.0,neu,0.0,6,,
Macbeth,1,3,260,9,the,10,DET,the,neu,0.0,neu,0.0,3,,
