line_number,speaker,text,act,scene,scene_id,act_scene,neg,neu,pos,compound,vader_label,rolling_compound,rolling_intensity,volatility,speech_id,weighted_compound,rolling_weighted,is_pos,is_neg,roll_pos_minus_neg,diff_vs_play_w21,diff_vs_play_w11,rolling_within_speech
903,Ross,"Thou seest the heavens, as troubled with man’s act,",2,4,11,"Act 2, Scene 4",0.236,0.551,0.213,-0.0772,neg,0.042827272727272735,0.34608,0.48283706879236177,8,-0.005959840000000001,0.019403309999999997,0,1,0.0,0.1484367965367965,0.16040000000000004,0.1816
904,Ross,"Threatens his bloody stage. By th’ clock ’tis day,",2,4,11,"Act 2, Scene 4",0.44,0.56,0.0,-0.6705,neg,-0.031072727272727266,0.33296,0.43410653646311276,8,-0.44957025,-0.01393962181818182,0,1,-0.18181818181818182,0.04743203463203462,0.08650000000000004,-0.10243333333333332
905,Ross,And yet dark night strangles the traveling lamp.,2,4,11,"Act 2, Scene 4",0.0,1.0,0.0,0.0,neu,-0.006236363636363631,0.2948799999999999,0.2786134903410095,8,0.0,-0.007154327272727276,0,0,-0.09090909090909088,0.04138268398268396,0.01660909090909096,-0.24923333333333333
906,Ross,Is ’t night’s predominance or the day’s shame,2,4,11,"Act 2, Scene 4",0.307,0.693,0.0,-0.4767,neg,0.052727272727272734,0.36373999999999995,0.4261975164169775,8,-0.22724289,0.031089487272727267,0,1,0.0,0.1204177489177489,0.04466363636363641,-0.3824
907,Ross,That darkness does the face of earth entomb,2,4,11,"Act 2, Scene 4",0.222,0.778,0.0,-0.25,neg,-0.03489090909090909,0.28395999999999993,0.34446772417746174,8,-0.0625,-0.01179701636363637,0,1,-0.18181818181818177,0.001332900432900401,0.018000000000000037,-0.24223333333333333
908,Ross,When living light should kiss it?,2,4,11,"Act 2, Scene 4",0.0,0.641,0.359,0.4215,pos,-0.07492727272727273,0.33859999999999996,0.3864503034026495,8,0.17766225,-0.029429030909090916,1,0,-0.2727272727272727,0.002848917748917712,0.04269090909090913,-0.10173333333333334
913,Ross,And Duncan’s horses (a thing most strange and,2,4,11,"Act 2, Scene 4",0.23,0.77,0.0,-0.2716,neg,-0.12240000000000001,0.37298,0.41055171172460103,9,-0.07376656000000001,-0.0615490781818182,0,1,-0.2727272727272727,-0.1028666666666667,-0.12980909090909087,-0.2716
914,Ross,"certain),",2,4,11,"Act 2, Scene 4",0.0,0.0,1.0,0.2732,pos,-0.01214545454545455,0.4072799999999999,0.45821917572271015,9,0.07463824,0.006056334545454531,1,0,-0.09090909090909088,0.0037116883116882805,0.018763636363636406,0.0007999999999999952
915,Ross,"Beauteous and swift, the minions of their race,",2,4,11,"Act 2, Scene 4",0.0,0.531,0.469,0.6486,pos,-0.01214545454545455,0.32297999999999993,0.4290362082621931,9,0.42068195999999997,0.006056334545454531,1,0,-0.09090909090909088,-0.028216883116883147,0.018763636363636406,0.2167333333333333
916,Ross,"Turned wild in nature, broke their stalls, flung out,",2,4,11,"Act 2, Scene 4",0.259,0.741,0.0,-0.4215,neg,0.07122727272727272,0.38854,0.5075181395772962,9,-0.17766225,0.044346793636363624,0,1,0.09090909090909088,0.055155844155844125,0.08567272727272732,0.1667666666666667
