line_number,speaker,text,act,scene,scene_id,act_scene,neg,neu,pos,compound,vader_label,rolling_compound,rolling_intensity,rolling_volatility,speech_id,weighted_compound,rolling_weighted,is_pos,is_neg,roll_pos_minus_neg,diff_vs_play_w21,diff_vs_play_w11,rolling_within_speech
1213,Attendants,Thanks to your Majesty.,3,4,15,"Act 3, Scene 4",0.0,0.508,0.492,0.4404,pos,0.2366,0.2936,0.2542650585511112,0,0.19395216,0.08671334800000001,1,0,0.8,-0.017609523809523825,-0.09672727272727269,0.4404
1270,Attendants,"What, my good lord?",3,4,15,"Act 3, Scene 4",0.0,0.508,0.492,0.4404,pos,0.2366,0.257975,0.21949269350026207,1,0.19395216,0.08671334800000001,1,0,0.8,0.06719999999999995,0.06893636363636368,0.4404
1322,Attendants,"Our duties, and the pledge.",3,4,15,"Act 3, Scene 4",0.0,1.0,0.0,0.0,neu,0.2366,0.2366,0.19600315048488376,2,0.0,0.08671334800000001,0,0,0.8,0.09799523809523805,0.1273727272727273,0.0
2435,Attendants,"Hail, King of Scotland!",5,8,28,"Act 5, Scene 8",0.0,0.653,0.347,0.1511,pos,0.2366,0.18565,0.18416558672383207,3,0.022831210000000005,0.08671334800000001,1,0,0.8,0.05856666666666663,0.06044545454545461,0.1511
2436,Attendants,"Hail, King of Scotland!",5,8,28,"Act 5, Scene 8",0.0,0.653,0.347,0.1511,pos,0.2366,0.10073333333333334,0.08723762567455218,3,0.022831210000000005,0.08671334800000001,1,0,0.8,0.08646666666666664,0.07418181818181824,0.1511
